airline_name,author,date,content,type_traveller,cabin_flown,overall_rating,seat_comfort_rating,cabin_staff_rating,food_beverages_rating,inflight_entertainment_rating,ground_service_rating,value_money_rating,recommended
eva air,P Barter,2020-01-10,✅ Trip Verified |  Vancouver to Manila via Taipei. Good check in at Vancouver with all lounge passes given at that time. Very well organized staff. Business class passengers get a special room where its quieter than the rest of the lounge. Good selection of food and drink. Boarding smooth and left on time. Upon arrival in Taipei informed my connection will be twelve hours late because of a typhoon. My checkin pieces were a tv and a duffle type of bag. TV was okay but the bag was destroyed and wrapped in plastic to keep contents inside. Showed the EVA rep and was compensated for my loss which saved me trip to the EVA office at a later time. ,Solo Leisure,Business Class,9,5,5,5,3,5,4,yes
eva air,S Bardell,2020-01-02,"Not Verified |  Seattle to Taipei. Excellent experience from start to finish, from ground staff to crew. Food was good with nice portions. My luggage did not make it onto the flight due to a short connection caused by a delay from a previous domestic flight on a different airline. My bags arrived at my doorstep a few hours after I arrived home. Amazing. Best airline in the world as far as I am concerned.",Solo Leisure,Business Class,10,5,5,5,5,5,4,yes
eva air,Sitthichok Kasemthaveechok,2019-12-17,"✅ Trip Verified |  Paris to Bangkok via Taipei. Overall is quite good except the food. I did not find many meat in EVA air meal. Taste is quite lite. For wifi, there is complimentary  30 MB, but it was quite slow.",Solo Leisure,Economy Class,7,4,5,2,4,4,5,yes
eva air,G Carleno,2019-12-08,"✅ Trip Verified |  Tokyo to San Francisco via Taipei. EVA needs to understand the oversized baggage limits. I brought my stuff to NRT 2 days prior to flying out, and EVA cleared them. However on the day of the flight they overcharged me, and referenced figures which I could not find.  Cabin Attendants were ok, attentive, and present. IFE was horrible vs ANA, and SQ. BR28 boarded late, due to aircraft not ready for flight. First drink round was a disaster, and passengers, like me got nothing. Had to call for a drink, Head Cabin Attendant came out and served me herself. Meals were good, other drink rounds were good, Cabin Attendants were present. My IFE was a disaster, with an extremely limited selection. Landed at SFO late. Had to approach the 3 EVA ground staff at the Luggage Carousel and was pointed to where to get my luggage. EVA’s ground staff were a disaster, in the air EVA does good.",Solo Leisure,Premium Economy,8,5,5,5,3,1,5,yes
eva air,Barry Leonard,2019-12-07,"Not Verified | Beijing to Taipei. By far EVA Air is the worst airline for on-time arrival and departure. I will never fly this airline again. Terrible isn't even a start. I have never been on a flight that departed on time with this airline. Today, again we are 1.5 hours late while my colleagues are waiting on me for a very important meeting with customers. Hands down the worst.",Business,Business Class,1,3,3,3,3,1,1,no
eva air,Ethan Phua,2019-12-02,"✅ Trip Verified |  Taipei to Shanghai. EVA Air maintained its high standard on this flight. My seat was very comfortable and had a very large amount of legroom even though it was only a 1h 30min flight. My seat was near to the lavatory, thus it was a “bad seat”. However, I faced no problem with the proximity but rather, I enjoyed the seat as the 3-4-3 configuration became 2-4-2 at the end, giving me more space on the aisle. Furthermore, breakfast was great — scrambled egg was delicious. The flight attendants were friendly and helpful as well, giving me drinks I requested for very quickly even though they were very busy. We departed and arrived on time.",Family Leisure,Economy Class,9,5,5,5,4,4,5,yes
eva air,D Caryen,2019-11-24,"✅ Trip Verified |  Osaka to Taipei. Everything went very well on the ground, despite a delayed departure due to traffic. The ground crew was friendly, polite and patient. We boarded quickly, the cabin crew seemed less welcoming, with no smile for me. I don’t eat pork for religious reasons. So I asked twice what the menu was and what were the ingredients used. I have been told by the crew that the menu was seafood with noodles. I started to eat my meal when I noticed that some of the meat was definitely not seafood. I called the crew, requiring more information, and was advised the menu contained pork.  A mistake can happen, but what struke me was the insensibility and careless attitude of the cabin crew.  I wanted to share my experience with a crew member when I left the plane, the response I received was a “thank you bye bye”. My first impression of Taiwan has been ruined by this experience. ",Solo Leisure,Economy Class,1,1,1,1,,5,2,no
eva air,Ethan Phua,2019-11-18,"✅ Trip Verified | Shanghai Pudong to Taipei Taoyuan. When I found out that the aircraft I was flying on had a 3-4-3 economy class configuration, I was worried. However, after boarding, I realised that my seat, 72H, was the second last row and thus, the seats were in a 2-4-2 configuration. Thus, the aisle space was very wide and the seat was very comfortable. Despite the seat being near to the toilet, this was not much of a problem. Furthermore, legroom was plenty and the seat was wide. The Inflight Entertainment was large and responsive, but offered a limited variety of movies. There was only one seatback pouch and it would have been nice to have additional storage areas like additional pouches for smaller things. Food was served on this 1h 30min flight and it was surprisingly delicious for such a short flight. The cabin crew were friendly and helpful. However upon arrival in Taipei, we waited on the tarmac for 30 mins before finding a gate space for us to park at. Other than that, the overall flight experience was good.",Family Leisure,Economy Class,8,5,5,5,3,4,5,yes
eva air,T Gordon,2019-11-16,"✅ Trip Verified | BR17, SFO-TPE on a 777-300ER. Tickets bought 5 months out, and quite a favorable price. Check in at SFO, was weird. Staff didn’t want to take my oversized luggage, until I suggested they get a bag like ANA, Singapore Airlines, or Asiana. Once they processed my luggage it was fine. TSA/Security the usual disaster, and no one taking charge. Apparently the SFO cleaning crew was on strike 10 Nov, because both EVA flights, SQ, Asiana, and others were delayed for aircraft cleanliness. We were delayed for over 60 mins. Boarding went smoothly. Cabin crew were smiles and polite for 01.00 in the morning. Once we had push backed and airborne the meal service commenced. Dinner was nice with Hagen Daaz. Drink/Cabin service continued throughout the flight. Seat was perfect as I slept like the dead. The lights were activated, and a excellent sign, for waking everyone up for breakfast. Breakfast was yummy. Landed in TPE late, but still made my connection. BR184, TPE-NRT on a 787-900 boarded and took off late due to a aircraft issue. Still landed on time at NRT. Cabin Attendants polite, professional, and all smiles. Handed out immigration documents while still at the gate. Constant drink runs, and a tasty meal. EVA’s 787 seat was comfortable, and I was able to stretch out. EVA ground staff needs to be more professional, and expeditionary like ANA, and Singapore Airlines. Other than that they were superb! I will fly them again!",Solo Leisure,Premium Economy,10,5,5,5,5,4,5,yes
eva air,Anthony Welsh,2019-11-01,"✅ Trip Verified |  Brisbane to London via Taipei. Overall, EVA Air has a good product. The aircraft are clean and modern, food of reasonable standard, and Flight Attendants efficient. As Australians, and hence English speaking, communication was at a minimum with us. Announcements were very difficult for me to hear on all flights. Premium Economy seats were good, but passengers in front reclined seats for full journey, making our seats and activity in flight very uncomfortable. TPEL airport is not customer friendly when you need to transfer, and seems to be focused on Asian passengers. EVA Air scheduled a day layover on return leg from Paris to Taipei, but this was not a easy process for viewing the city, with delays at security. ",Couple Leisure,Premium Economy,5,3,3,3,3,3,4,no
eva air,S Balverto,2019-10-31,"✅ Trip Verified |  Vancouver to Manila via Taipei. My wife and I called Eva Air Manila office to follow up on our lost luggage. We explained our side about how we lost it and how many luggages we checked in, And this employee the way he replied implied that it’s our fault that we lost our luggage.  As my wife is complaining about it she asked for get his full name, he answered that he can’t give his full name and hung Up! This experience from their Manila office is unacceptable customer service. ",Family Leisure,Economy Class,2,4,5,5,5,1,5,yes
eva air,O Duncan,2019-10-18,"✅ Trip Verified | Seoul to Taipei. The flight experience itself is very correct. However, at arrival in TPE I went to fetch my baggage and noticed that the new cover I bought as a protector for my Rimowa was damaged and I can no longer use it. EVA ground staff said that damage to covers is not compensated. Cannot understand this because it also costs money ($50).  Also when sending an email I get a standard email that they are looking forward for my patronage again. I'll choose to fly other airlines instead. ",Business,Business Class,5,4,4,4,,1,3,no
eva air,J Tung,2019-10-15,"✅ Trip Verified |  Flew from LHR to BKK return last week on premium economy. Overall a pleasant flight and will definitely recommend it again. Of course it's not as good as their business class but it represents great value. Check in at both Heathrow and Bangkok were super efficient. At Bangkok despite there being multiple flights leaving at the same time to Europe and Taipei, the check in lanes for business and premium economy were empty and the check in process took less than 5 minutes. This is far superior than most of the European business class check in experience (BA/Air France and KLM in particular). Flights took off on time and landed ahead of schedule. The seat itself was very comfortable - I found the seat to be more spacious than those on Cathay Pacific. Service on the outbound flight was efficient and standard but on the way back the crew was very friendly and professional. The plane was clean, food was tasty and the crew walked around the cabin few times offering water and food post main meal. There is never a long queue for the toilet. The big let down with EVA is the limited choice of movie/TV programme. I was lucky I found a Taiwanese TV drama that I wanted to watch otherwise you'd better preload your ipad with Netflix or BBC Iplayer. There was also an incident when we landed in Bangkok. Due to heavy thunder and rain the airport ground service was suspended but no information was given. Had to wait for 2 hours for the luggage to come out. Compared with my last EVA premium economy flight (2 years ago), I personally feel that sadly the service has declined - although it's still above most of the airlines premium economy. The toilets in premium economy on my previous flight was spotless and I think they have reduced the frequency of cleaning. Nevertheless EVA is still a great option to fly to Asia from US/Europe. Their business and premium class products and services are will above the competitors.",Solo Leisure,Premium Economy,7,4,4,4,3,4,4,yes
eva air,J Barton,2019-09-23,"✅ Trip Verified |  San Francisco to Taipei . Always a great experience with EVA Air. Website, price, food,entertainment, service, check in, luggage, no problems or surprises, 4 times using them. Recommend them.",Solo Leisure,Economy Class,10,5,5,5,5,5,5,yes
eva air,G Turner,2019-09-22,"✅ Trip Verified |  Toronto to Taipei via Tokyo. EVA Air was the first Asian carrier I've flown on and my first experience in long-haul business class. From this point I am completely sold on them. The quality of the service and food on both my flights was fantastic. The cabin crew in Business Class are very attentive and quickly are at your seat as soon as your glass or plate is empty with another drink or meal course. As someone who works in the aviation industry I am all too familiar with the intricacies of an airline from front-line to behind-the-scenes. All four of my flights departed on time and when faced with a difficult situation (arriving 35 minutes prior to departure due to an airport-access issue) the ground staff were accommodating and whisked me through security. Surprisingly my baggage also made the flight which was something I was concerned with. If I had to find a negative it would unfortunately be the Plaza Premium lounge EVA Air uses in Toronto. This lounge was extremely basic and the food/drink options were minimal. For an airline who prides themselves on their quality I'd have expected them to opt for a better lounge option. On the other hand, their Infinity Lounge in Taipei was the complete opposite (obviously being that it is at their hub they have more control) with ample food, drink, and comfort options.",Solo Leisure,Business Class,10,5,5,5,4,5,5,yes
eva air,Rafael Suarez,2019-09-22,✅ Trip Verified | This was my return trip back to the US after 3 weeks in Indonesia and Malaysia. The seat was very comfortable though I did not make use of the sleeping position as it was a day flight and I was not tired. The meal service was impeccable with various options for selection. I selected the filet mignon and it was superb. The service was exceptional and the flight attendant addressed me by name. She was very pleasant and friendly though sometimes I had a little hard time understanding her English. We managed and everything went well. Certainly this would be an awesome seat to fly the 15-hour trip. I was very impressed and more so very grateful for the upgrade. That was such a pleasant surprise. I will soon be returning to Indonesia in a few months and there is no other way to fly there for me but EVA Air.,Solo Leisure,Business Class,10,5,5,5,5,5,5,yes
eva air,Rafael Suarez,2019-09-21,"✅ Trip Verified |  Taipei to Houston. This was my home leg on a trip that started in Jakarta. Once landing in Taipei, only had less than one hour to make the transfer to the Houston flight so I was trying to walk as fast as I could. As is always the case our arrival gate was way way down from the transfer area, I thought it was a mile walk. As I approached the transfer area there were two employees of EVA Air announcing the Houston flight and I said I was going there, then they asked my name and I told them and to my surprise they handed me a new boarding pass that upgraded me to Premium Economy on the Taipei Houston flight. I was dumbfounded bue very appreciative of this gesture by EVA Air. I managed the transfer i and arrived at the airplane like 15 minutes before departure. Having tried the premium economy product before, I proceeded to settle on my seat for the long flight home. Shortly after take off we were served our dinner. The PM product has one additional serving of food, akin to an appetizer. All the food served was very good tasty and proper temperature, cold when needed to be cold and hot was needed to be hot. Service was flawless as it always has been for me with EVA. Shortly  after I slept for a while and missed the snack and then proceeded to watch movies and listen to music until landing. The second meal was also on point and I arrived rested and well fed in Houston. All in all this was my 6th trip with EVA and my 24th flight with them in 3 years and I have never been disappointed. I was very appreciative of the upgrades but my experience has always been great with this airline.",Solo Leisure,Premium Economy,10,5,5,4,5,5,5,yes
eva air,Rafael Suarez,2019-09-21,"✅ Trip Verified | Houston to Taipei. This was my sixth trip to Asia on EVA Air in the last three years. I have friends that have recommended I fly on another airline and I honestly just refused. I have always had excellent experience with EVA Air up to now so why change. I am now a Gold Member of their frequent flyer program so I was able to check in using the Gold line. I was given a pass to the lounge at IAH and also for the Taipei Lounge once I arrived there. I was flying in economy, aisle seat first cabin. As always the seat was comfortable with all the required functions and with the pillow and blanket and earphones. First meal came by and as always excellent service and selection. I proceeded to go to sleep for a few hours and missed the mid flight snack but was awake for the pre landing meal. The flight attendants as always very pleasant and friendly. The bathrooms are always spotless and I know they do make various trips to clean the bathrooms on this 15-hour flight. All in all, it was a very pleasant experience as it has always been the case for me and EVA Air.",Solo Leisure,Economy Class,10,5,5,5,5,5,5,yes
eva air,Hui Chiung Chen,2019-09-17,"✅ Trip Verified |  Taipei to New York in June 2019. My family and I are regular flyers with EVA Air, and part of the reason has been its environmental care through its service. Our recent flight experience caused us some concern about the environmental care. One example was the use of plastic floss pick in the utensil bag.",Couple Leisure,Economy Class,7,4,4,4,,4,3,no
eva air,Igor Chernyak,2019-08-26,"✅ Trip Verified |  Seoul to Los Angeles via Taipei. The food is decent, but not perfect. Boeing 777 was very old on both Los Angeles flights. The seats are not very comfortable. All my flights were delayed for from 30 minutes up to more than 1 hour. Hello Kitty Boeing 777 on TPE-LAX was horrible, old and the interior colors are annoying. Plastic forks and knives are not for 5 star airlines. Service on board was good. No slippers or toothbrush were provided on long-haul flights.",Solo Leisure,Economy Class,7,3,4,4,5,4,4,yes
eva air,Georgios Koutsakis,2019-08-24,"✅ Trip Verified | I use EVA frequently for work. Every single month. When the EVA strike was taking place many of my booked flights were cancelled with no compensation or apology. I was not given anything for the trips I had to miss and all complaints to EVA were shut down and ignored. Then when I had to miss a booked flight because of a family emergency I was not allowed to board the return flight I had already booked nor could I get a refund without incurring huge fees, equal to the price of the flight. The whole process is meant to charge you more and force you to book another flight, despite the fact you're already paid for the missed one in full. I arrived at the airport after a long and tiring trip trying to get home and had to book another seat at triple the cost even though I already had a seat booked on the flight. Very very disappointing, as EVA was one of my favourite airlines. Will not be reviewing my membership or flying with them again. Sad they treat loyal members this way, and no effort was made whatsoever from staff to help solve the situation. Just mechanical responses like ""sorry for the inconvenience.""",Business,Economy Class,2,1,1,2,3,1,1,no
eva air,M Pearce,2019-08-20,"✅ Trip Verified |  I was a little disappointed. I have flown this route (Taipei to Los Angeles) twice before in the same class and the service was much better and the food was much better. Compared to other 5 star airlines such as Qatar or Singapore, I consider EVA is more of a 4 star airlinee.",Business,Business Class,8,3,4,3,4,4,3,yes
eva air,G Stone,2019-07-29,"✅ Trip Verified |  This was the first time that I have taken the nonstop flight between Taipei to Chiang Mai. I have always gone through BKK and up to CNX. The connection with my incoming flight from Vancouver was perfect and instead of arriving at CNX around suppertime, I arrived later in the morning. Once again, the flight crew are incredible, courteous, respectful, communicate well and helpful in any way needed. The food and red wine were great and I certainly was not hungry upon arrival. There is plenty of leg room on the 321 and this is a route that I will most definitely use again between CNX-YVR or CNX-YYZ. I never hesitate to recommend EVA to my friends coming over here from either Canada or the U,.S. The ground crew in Vancouver, where my trip originated are also great and really helpful.",Solo Leisure,Business Class,10,5,5,5,5,5,5,yes
eva air,G Stone,2019-07-29,"✅ Trip Verified |  Vancouver to Taipei. I have flown EVA Airways several times over the last few years between Vancouver and Thailand, via Taipei. EVA is by far the very best airline in providing courtesy, respect, communication, excellent food and comfort. On this past trip I needed assistance being able to connect to the onboard WiFi. One of the flight attendants was extremely helpful in making sure that I could connect and she was great. She might have been the lead flight attendant. The food is incredible and served with class. The flights leave on time or even a bit early once everyone is onboard and they seem to arrive on time or very close to on time. The washrooms are immaculate. I have recommended EVA Airways to friends who have also taken the route from Vancouver to Thailand and come away with praise for this excellent airline! I have also taken the route from Toronto to Thailand and that fight and service is superb also,",Solo Leisure,Business Class,10,5,5,5,5,5,5,yes
eva air,Evonne Chen,2019-07-09,"✅ Trip Verified | Toronto to Taiwan. Unfortunately, they responded very poorly for their foreign customers during the strike. Not aware of the strike, I purchased the ticket just days before it and only had to find out about the strike in the media when I was in Taiwan. EVA made no attempt to communicate, besides a text that the flight was cancelled 2 days before departure, during the travel peak season of late June. Tried contacting the office and submitted refund request on their website. Received about 20% of what I originally paid for, in my credit card refund. The crews cannot speak English and they communicate poorly with their customers. I would not recommend it, especially if you are a foreigner. Very poor communication.",Solo Leisure,Premium Economy,1,2,1,1,1,1,1,no
eva air,Steven Tu,2019-06-23,"✅ Trip Verified | Chicago to Taipei. While EVA deserves its reputation as a top airline, my most recent experience with EVA was not my best. During my 6/2019 flight from ORD to TPE, I had to call for a Flight Attendant 3 times for a beverage before an attendant came over. The flight attendants just disappeared after the first meal, that often happens on USA airlines, but I have never experienced that on EVA before. Another note: the plane was just a bit too warm to sleep well. I have requested to lower the temp on other EVA flights and usually, FAs do lower it a bit, but this time, my fault, I just too dispirited to ask, and I will dress more lightly on the return. My TPE to ORD return trip this week was canceled due to the ongoing EVA flight attendant strike that began 6-20-19. After I received email notification my return flight was canceled, I waited in a queue overnight at TPE airport 10 hours trying to rebook, I was #1131 of 1375. I was grateful EVA kept the ticketing desk open all night for those of us who were waiting, however, the six EVA agents stationed in front of the queue doing nothing productive but chatting with each other could have been better utilized at the ticket desk assisting customers to find alternative flights and lessening the waiting time. After 10 hours of waiting, I was assisted and offered different options for my return flight to the US. The agents were mostly helpful but seemed annoyed when I refused their initial offer of return flights with no seat assignment or were a lesser booking class than my original ticket. In the end, EVA agents were able to rebook/reroute me on a return flight with one stop. I will likely continue to fly EVA routes when there is a choice, however, given my experience with EVA this time, when I next book a flight, I will look at all flights options instead of EVA first.",Couple Leisure,Premium Economy,7,3,2,2,3,3,3,yes
eva air,John Colton,2019-06-22,✅ Trip Verified |  Tokyo to Toronto via Taipei. I must say this is one of the finest business class I had the pleasure to fly in. Flight attendants on both flights were excellent. Service quick and accommodating. Food was great. The flight attendants all had been extremely polite and always inquiring if they can be of assistance. The In Charge came around and introduces herself to all the business passengers. Plane was extremely clean on both flights. Washroom was obviously was continually cleaned during the flight. I would fly this airline again and would highly recommend EVA air.,Business,Business Class,9,4,5,5,4,4,5,yes
eva air,C Ballava,2019-06-18,"✅ Trip Verified |  Eva Air has one of the best airline lounges I have used. The quality of the food in their Infinity Lounge in Taoyuan Airport is excellent while the selection is wide. They even serve Haagen Dazs ice cream in their lounge. However, the A330 plane they used for the Taipei-Manila leg was old. The seat was hard and uncomfortable. Moreover, the food that they served on business class was the worst business class meal I've tasted. Eva Air's service may be good but the business class seats on this A330 and the food were bad. ",Solo Leisure,Business Class,2,2,4,1,,4,2,no
eva air,C Lan,2019-06-17,"✅ Trip Verified |  San Francisco to Singapore via Taipei. Flying back from a holiday with my wife and a 3y/o daughter. Booked flights via an agency with a confirmed seat (all 3 of us seating next to each other). Expecting that the seats were all set, we were not able to see that the seats they had assigned are not seating next to each other. Upon sitting in the plane, a lady passenger said the seat is assigned to her, good thing she was okay swapping seat. Its just so disappointing that Eva Air knows that a single booking has been made and expecting to have all 3 of us seating next to each other (honest mistake, didnt bother to check the tickets for the seat numbers, expecting that they were all set since the booking made has assigned seats already) but then when you try asking for help from the San Francisco staff to check if we can have all seats together they say the flight is full and the tone is just not close to any customer service conversation. The flight was good, food was warm and delicious. I just found the cabin staff to be hurried and quite brusque.",Family Leisure,Economy Class,4,3,2,4,2,1,3,no
