airline_name,author,date,content,type_traveller,cabin_flown,overall_rating,seat_comfort_rating,cabin_staff_rating,food_beverages_rating,inflight_entertainment_rating,ground_service_rating,value_money_rating,recommended
ana all nippon airways,H Green,2019-12-25,"✅ Trip Verified |  Tokyo to Perth. We found the leg room was excellent. Even though take off was delayed by 30 minutes on the ground at Tokyo (due to earlier fog at Narita), the pilot managed to make up time during the 9.5 hour flight and arrive on time in Perth. We felt the food provided was not as good as it could have been. The first meal is served within 2 hours of taking off. It was a passable chicken dish with side dishes of yoghurt, salad and ice cream. The second meal is a snack and is served within 2 hours of landing. Out of Australia, the snack was fine - something like a ham and cheese croissant, but out of Tokyo the snack was an open sandwich with an inexplicable ton of mayonnaise plus vegetables (corn?), I found it horrible. The entertainment options had some recent hollywood movies to choose from - not much choice apart from that. The TV shows and documentaries were poor or non existent. ANA needs to up their game in IFE. The IFE user interface was difficult for me to use and the cabin announcements were far too quiet - I could not hear 90% of what the captain and crew announced during the flight. I probably will not fly ANA again.",Couple Leisure,Economy Class,6,5,4,2,2,4,4,no
ana all nippon airways,Trung Hoang,2019-12-17,"✅ Trip Verified |  Los Angeles to Ho Chi Minh City via Tokyo. This is the best airline company. Everything is good. Customer service is the best. Aircrew is super good and helpful, professional. The food is the best etc.",Family Leisure,Economy Class,10,5,5,5,5,5,5,yes
ana all nippon airways,L Tran,2019-12-10,"✅ Trip Verified | Tokyo to New York. Excellent service began from check-in, with dedicated check-in room and security screening area. ANA Suite Lounge was nice, but I some how found SQ Private Room at Changi, QF First Class Lounge at SYD and the Concorde Room at JFK better. My flight was exactly the day after ANA launched its new 777 configuration to JFK, so I got stuck with the old version. However, the cabin was sparkling clean and showed no need for upgrading. My complaint was mainly about obstructed view from the Cube, and lack of storage space providing the size of the suite. Lavatory was underwhelming for first class, especially when comparing to my experience on the new SQ Suites just a week earlier. Catering was excellent, as expected from ANA. I picked the Western menu with a lot of skepticism but then was surprised about how tasty the dishes were. The wagyu steak was indeed overcooked, as anticipated on board a flight, but it was, at the same time, tender, juicy, and flavorful. ANA 777-300ER had excellent external camera, but they decided to turn it off upon landing, so I could not have a great landing view as I normally enjoyed with other airlines.",Solo Leisure,First Class,10,5,5,5,4,5,5,yes
ana all nippon airways,L Tran,2019-12-01,"✅ Trip Verified | Tokyo to Beijing. First, the ANA lounge was very nice. There was a sushi bar but I did not try due to a long queue. The noodle bar was more than enough to keep me happy. There was no flatbed seats, but that was quite adequate for a regional flight. Service was good. In-flight meal was fine but was not as good as on ANA's long-haul flights.",Solo Leisure,Business Class,8,4,5,4,4,5,5,yes
ana all nippon airways,L Tran,2019-11-29,"✅ Trip Verified |  New York to Tokyo Narita. ANA flights depart from Terminal 7 at JFK. Check-in was quick and organized. As a business class passenger, I got access to British Airways Galleries Lounge, which had just been renovated with ample seating. The boarding process was well organized, and staff constantly apologized for the 15-minute-late departure. This gesture first seemed unnecessary, but it demonstrated a culture of discouraging lateness. The seat was not anything special, but comfortable, in both upright and bed modes. In-flight meals were exceptional, and they were easily one of the best airline meals I have ever had. Overall, ANA deserves its 5 stars.",Solo Leisure,Business Class,10,5,5,5,4,5,5,yes
ana all nippon airways,James Swayngim,2019-11-15,"✅ Trip Verified |  Los Angeles to Haneda was fine and service was superb. My return was not so good. After takeoff the crew started to bring out towels and rice crackers. They stopped at row 33 the row in front of me. After a short wait the crew brought out drinks and came to give us, I asked about the rice crackers, crew apologized and started bringing rice crackers and drinks. For dinner service we had a choice of Set A or Set B. We both ordered Set A, and were given 1 for my wife and I was told have a 5 minute wait,  minutes later they started with Icecream service and my wife asked about my dinner that they had forgotten. After 10 Minutes they brought to me but I refused. Every time I got up to use restroom I was asked if I wanted a drink, which I said no. ",Family Leisure,Economy Class,5,5,1,1,5,5,5,no
ana all nippon airways,Randall Payne,2019-11-11,"Not Verified |  Bangkok to Houston via Tokyo. Fantastic Airline. First time flying with ANA,I was truly impressed. The check-in process (Bangkok) was fast, it took a about 5 minutes. The ground crew was courteous and helpful. The economy leg room was fine for me (5'8""). Seat was fairly comfortable. In flight service was exceptional. A snack before the first of 2 meals for a 12.5hr flight. I'm a vegan, so I elected for the fruit platter for my meals. Fruit was fresh. Plenty of restrooms available and all were spacious and clean. I've flown many Asian carries over the years and I can say this was the best, so far. I can see why ANA is rated as 5 star. I would recommend ANA to anyone. Will definitely travel with them again. ",Solo Leisure,Economy Class,9,4,5,5,4,5,5,yes
ana all nippon airways,Q Morse,2019-11-01,"Not Verified |  Los Angeles to Bangkok via Tokyo. Absolutely fantastic experience on this airline. My girlfriend and I flew to Bangkok, Thailand. Food was served every few hours, hot and tasty for airline food. Stewardesses were courteous, kind, and had not a single hair out of place. We were disappointed that the return flight was serviced by United. The immediate change in enthusiasm, service, and courtesy was very obvious. I highly recommend ANA to anyone traveling to Asia.",Couple Leisure,Economy Class,9,3,5,5,5,5,4,yes
ana all nippon airways,A Kirk,2019-10-30,"✅ Trip Verified |  I had a domestic flight from Tokyo to Sapporo on 21/09 which I'd booked months in advance. On the morning of my flight, ANA cancelled my flight because the aircraft is no longer available. I tried various contact numbers for an hour and did not get through to customer service. I had to be in Sapporo that evening so I booked with another airline which was £350 more expensive. I didn't have time to go to the airport and hope ANA would get me to Sapporo in time. I've tried to source compensation now I'm back in the U.K but ANA refuse any compensation because they say the lack of aircraft availability was due to adverse weather. This is hard to believe seeing as no other flights were cancelled, the airport was functional and I managed to fly with another airline. ",Couple Leisure,Economy Class,1,,,,,,3,no
ana all nippon airways,Rose Jaffurs,2019-10-30,"✅ Trip Verified |  
Honolulu  to Tokyo Haneda. As a traveling surfer I choose an airline that charges the least, or in most cases free (as your 2nd checked), no hassle and stress free. This Check in was a nightmare as I stood at the counter for 45 minutes because my surfboard bag was too big. Finally they accepted the bag and charged me $200 but the hassle was not worth it.",Solo Leisure,Business Class,3,3,5,,,1,1,no
