airline_name,author,date,content,type_traveller,cabin_flown,overall_rating,seat_comfort_rating,cabin_staff_rating,food_beverages_rating,inflight_entertainment_rating,ground_service_rating,value_money_rating,recommended
adria airways,P Gamirj,2018-06-30,"✅ Trip Verified |  Ljubljana to Munich. Adria's checkin system is obviously barely coping. It wasn't possible to obtain an electronic boarding pass (iphone wallet version) from Adria's site. The option was there but it failed without any further explanation. Further more I was not able to checkin to return flight online - neither through Adria nor Lufthansa web site. In the end I made it via Lufthansa mobile app. Go figure. Both issues were reported to customer care and both were ignored. I experienced the same customer care ""policy"" couple of years ago when my inquiry with customer support was basically ignored. Flight was actually operated by a Romanian company Carpatair. The cabin was outdated and dirty with a funny smell lingering around. The latter stuck to my clothes for the day - not that great if you are meeting a client. Cabin crew was also quite disorganised and mixed up orders of all passengers sitting around me. Would not fly again. Unfortunately they are the only company offering a direct flight from LJU to MUC.",Business,Economy Class,2,1,2,2,,2,1,no
adria airways,B Haruz,2018-06-24,"✅ Trip Verified |  A very unpleasant experience for my family. We bought two return flights (Ljubljana-Prague-Ljubljana, Ljubljana-Warsaw-Ljubljana), and several days before departure both direct flights from and to Prague were canceled and a flight to Warsaw was merged with Prague flight (so added necessary stopover). Instead of a direct flight to Prague Adria Airways finally offered a transfer via Munich. When we arrived at the airport (21/6/2018), we found that the flight to Munich had more than an hour of delay, and therefore it was not possible to catch the next flight from Munich to Prague. The flight to Munich was full of people from the original canceled flight to Prague, who subsequently wanted to continue to Prague. Although the Adria Airways staff were present at the airport, no one came to inform the passengers and the result was tremendous confusion and lack of information. Ljubljana airport servicing staff finally informed us that Adria Airways staff refused to come! Also wasn't possible to call the Adria Airways hotline. Maybe it had been overloaded due to the number of disgruntled passengers because the next gate was full of people waiting for a delayed flight to Vienna, where there also wasn't anybody from Adria Airways who could provide any information. Unfortunately this flight left without us and we were all forced to ride from the Munich airport to a more than 30 km distant hotel and the next morning at 6am again back. Permanent cancellation of flights and subsequent ignorance of passengers are surely a way to reduce operating costs, but in the long-term this will cause the outflow of passengers to other airports around Slovenia, especially to Graz and to Zagreb.",Couple Leisure,Economy Class,3,3,3,,,1,1,no
adria airways,Michel Zombra,2018-05-04,"✅ Trip Verified |  Frankfurt to Ljubljana. Flight was very comfortable, professional crew. The monitors above passengers provide informations about flight (speed, altitude, temperature, time to landing, etc.)",Business,Economy Class,10,5,5,5,,5,5,yes
adria airways,S Hanarosic,2018-03-11,"✅ Trip Verified |  Ljubljana to Frankfurt. Flight delayed for more than 2 hours due to technical problems. We were not given any food or water and when I requested some I was told to complain to Adria Airways website. Another plane was organized, more than 2 hrs later. The staff was trying to convince the passengers that their connection to Singapore will wait (they had 15 min in between the new flight arrival time and departure!), and that the flight to Frankfurt is 1 hr - and no wifi connectivity on flight!",Solo Leisure,Economy Class,1,2,1,1,1,1,1,no
adria airways,P Gregan,2017-12-05,"✅ Trip Verified |  Ljubljana to Vienna. Overall, the flight services of Adria are those of an average, reliable, small European carrier. I have flown them many times over the years, and I have seldom experienced any problems with the flights themselves. Returning to Vienna from a visit to Albania and Slovenia in September, however, I had an encounter with Adria that has revealed just how much their customer service quality could be improved. Adria offers opportunities to purchase business class upgrades or empty economy class seats through Optiontown. Business class upgrades on Adria are a joke because you're paying at least 50EUR for an empty seat next to you and a snack. The option to purchase an empty economy class seat at 19EUR is a great deal though, in my opinion. Having selected this option for my LJU-VIE flight, I received a confirmation that my transaction had cleared and the extra seat had been assigned next to me. Fast forward to the actual flight: there had been an aircraft change from the CRJ-900 to an ATR-72 (Darwin Airlines/Etihad Regional), but I still had my empty seat. The ATR-72 has two seats that face towards the rear of the plane at the front of the cabin, and one of the women seated there was scared to fly backwards, so the flight attendant unilaterally reassigned her to my empty seat without asking. It's a short flight, and I didn't want to cause a scene, so I just let it all happen assuming I could easily get a refund for my 20EUR transaction. It took exactly one month for Adria's customer service team to respond to me, and they said that my ""business class upgrade"" had not cleared, so I was not charged. I had never requested a business class upgrade, and I was charged for the empty seat I had in fact requested, so I sent all of the relevant receipts and statements back to Adria. Three weeks later, I still have yet to receive a response, so I simply disputed the charge with my credit card company that was easily able to understand the issue and refunded the money. 3-4 weeks+ response time from customer service is absolutely embarrassing, and Adria should be ashamed of their operations. It's sad for an otherwise perfectly acceptable airline to lose a customer over 20EUR.",Solo Leisure,Economy Class,3,2,4,1,,1,3,no
adria airways,G Vincent,2017-11-20,"✅ Trip Verified | Two nice short flights from Ljubljana to Sarajevo and back. First flight with Adria, flight back with Adria Switzerland. Flight to Sarajevo delayed due to fog in Sarajevo, Adria quickly changed an aircraft so that it was possible to land in foggy weather (CRJ instead of ATR). Product depends weather it is Adria or Adria Switzerland. Adria with snack, water and buy on board product, Adria Switzerland with snack, water, tea and coffee and without buy on board. I personally prefer the second option. Adria Switzerland provided nicer and cosier atmosphere on board, somehow a kind of premium product compare to Adria mainline.",Business,Economy Class,9,5,5,3,,5,3,yes
adria airways,A Kalen,2017-10-27,✅ Verified Review | We were 11 people coming in with a short connection to Zurich hoping to continue with Adria to Ljubjana. We were before final call at the departure gate. Other people were still boarding. Adria had decided to rebook us and could not put us back on the plane. I and my wife had no checked in baggage. We had to wait 5 hours for next flight. This was extremely bad service and will do our utmost to never have to fly Adria again. We will also warn all our flying friends.,Couple Leisure,Economy Class,2,3,3,,,1,1,no
adria airways,J Marikovic,2017-09-16,"✅ Verified Review |  Ljubljana to Munich after arriving from Atlanta on Delta. Flight was ok, short 50 min. But they lost our baggage, if we didn't persistently call the airport we wouldn't have our bags for a week because they are lazy. One bag was badly damaged and things missing. We did everything they told us to do to report it but they didn't honor it and it took 3 months for them to pay us around 20% of the replacements and extra expenses we had for days. Very rude, try to blame it on the customer, if you don't live in Slovenia and your only communication is over emails it takes 2 to 3 weeks for them to reply even if you send them email right after they sent one. That day they lost baggage for 3 different passengers and when we had our return flight there were two more passengers that said they lost their bags so this is normal for that airline. It was a cheaper option to fly with them, but it was not worth the extra cost later. I would never fly this airline again. ",Family Leisure,Economy Class,2,3,4,1,,1,2,no
adria airways,Alexander Stare,2017-04-19,"✅ Verified Review | Ljubljana to Zurich on April 18th. Adria Airways has become in recent years a more reliable airline which I use for these flights. I can't remember a delay and I fly them once a month. Flight Attendants are professionel. Food and Drinks (except water) have to be purchased. Sandwiches are tasty, wine choice could be better. Newspapers are available for free but mostly in Slovenian language only. Seat pitch on emergency exits are above international standards and safety seems to be their Nr. 1 aim as it is one of the rare airlines having extra safety instructions for passengers seated on emergency exit seats. Their inflight magazine is available online or printed. Not necessarily exciting but solid and reliable product which I can recommend.",Business,Economy Class,9,5,5,4,4,5,4,yes
adria airways,Andreas Hartlieb,2017-01-27,"✅ Verified Review |  Ljubljana to Vienna. After a fast boarding procedure the plane took off in time. The seat was quite comfortable although the cabin looked a bit nagged. Despite the fact that this was a regional flight, Adria Airways offered a Wifi service with good connection, an IFE system and free chat function amongst the passengers. A very friendly crew welcomed the passengers onboard and started their service which was pretty impressive for this 50 minutes flight. The business meal tasted great and we landed punctually in Vienna.",Solo Leisure,Business Class,8,5,5,4,5,5,4,yes
