airline_name,author,date,content,type_traveller,cabin_flown,overall_rating,seat_comfort_rating,cabin_staff_rating,food_beverages_rating,inflight_entertainment_rating,ground_service_rating,value_money_rating,recommended
vistara,X Parnier,2019-12-04,"✅ Trip Verified |  Delhi to Bagdogra. We arrived 1 hour 30 minutes before this domestic flight. A first check-in counter sent us to a second check-in counter where we queued again, which sent us to a third check-in counter where we queued again, which sent us back to the second checkin counter. There seemed to be a problem but everyone looked a bit embarrassed to tell us. Finally, we were told that the checkin time had been exceeded. We were directed toward a manager. He looked annoyed when we came to talk to him and got rid of us by finding us a powerless assistant to talk to. We finally learnt that we had been overbooked, which is surprising as we arrived pretty early. The assistant told us ""good news, you'll get a full refund"" whereas it was obvious that we were not going to pay for a service we did not get. Vistara made things worse by refusing to buy another companies tickets. We finally bought a new ticket at our own expense and wasted a full day of holiday. ",Solo Leisure,Economy Class,1,,,,,1,1,no
vistara,P Lahdun,2019-11-10,✅ Trip Verified |  Mumbai to Chandigarh. I reached the airport 45 minutes before my flight. Ground staff told us that airline will not be accepting us as their customer and counter is closed. Vistara airlines has caused me monetary and unmonetory loss as it was family trip. I,Family Leisure,Economy Class,1,,,,,1,1,no
vistara,S Kanjun,2019-10-10,✅ Trip Verified |  Ahmedabad to Delhi. I had booked Vistara flight because had heard a lot about them and was the first time I flew them and felt great to be given a luxury treatment and service on a domestic flight. I flew premium economy and was surprised that even on a 320 they manage to seperate the cabins and also served welcome drinks and the efficient boarding and deboarding. Priorirty tagged and received quicker too. Overall such a great airline to fly with.,Business,Premium Economy,10,5,5,5,5,5,5,yes
vistara,S Rayan,2019-10-03,"✅ Trip Verified |  Amritsar to Delhi. My bag was tampered with and the security lock was removed after I checked in the baggage at Amritsar Airport and I received it with a broken security lock at Delhi airport. Valuable items are missing from my check in baggage. Poor response from Vistara Customer Care, despite repeated mails and calls. ",Solo Leisure,Economy Class,1,2,2,1,2,1,1,no
vistara,S Harmul,2019-10-02,"✅ Trip Verified |  Delhi to Ranchi. I flew Vistara after a long time and it was great to see that they have maintained their same high class standard. The flight was delayed due to weather reasons however the smiling and courteous crew made us feel welcomed, also the food was very delicious. Now they have also started streaming content to personal phones and tablets which has nice collection of movies and shows and music. Overall a great journey.",Business,Economy Class,10,5,5,5,5,5,5,yes
vistara,Laxmi Mrig,2019-09-25,"Not Verified |  Fantastic experience on our trip from Goa to Delhi. Exceptional service provided by Vankatesh, the manager at the check in for the flight. Went over and above to help facilitate a problem I had at the airport. I would highly recommend this airline to anyone.",Family Leisure,Economy Class,10,5,5,5,,5,5,yes
vistara,T Kavenagar,2019-09-15,"✅ Trip Verified |  Goa to Mumbai. It was really wonderful experience to fly with Vistara. Ground staff is very helpful and cooperative, very fast in processing ticket and she also guided me and helped in getting with security check because I was little late. It was pleasure to fly with Vistara and definitely opt for Vistara in future. Thank you.",Solo Leisure,Economy Class,9,3,3,4,2,5,4,yes
vistara,Mohammad Sahil,2019-09-03,"✅ Trip Verified |  Lucknow to Delhi. This was my first time flying with Vistara. I was surprised that they indeed are the best, the ground staff was very courteous and also the cabin crew was nice and attentive even though our flight was just an hour they served all the passengers with snack boxes with options of veg and non veg sandwiches also those passengers with lite fares had an option to buy on board which is nice. The sandwich was very delicious also in the snack box were a water bottle and a cookie packet which was equally delicious. Legroom was amazing and so was the condition of the plane which was clean, for inflight entertainment they have wifi streaming to personal devices which worked fine. Overall a very good flight and Vistara won my heart.",Business,Economy Class,10,5,5,5,4,5,5,yes
vistara,S Kawana,2019-08-26,"✅ Trip Verified |  Mumbai to Delhi. The best domestic airline in India I have taken. Their cabin crew are the best, very friendly and professional. Their food, Wow! They have special packages for students, of which some domestic airlines in India I know do not have. ",Solo Leisure,Economy Class,10,5,5,5,3,5,5,yes
vistara,Dinesh Jhunjhnuwala,2019-08-21,"✅ Trip Verified |  I am a gold tier member with Vistara and it is sad to see that their service standards going downhill. Yesterday I was flying from Hyderabad to Delhi with my wife and we were both booked on their Premium Economy class. I happen to have four upgrade vouchers which were given to me by a Credit card company which allows upgrade to the next class. Once I reached the airport, I told the check in lady that I had the vouchers and wanted to upgrade us to Business class and showed her the vouchers. She did not know what to do with them. She asked her senior  to come and have a look and he said that she should call up the ticketing counter and check if two seats were available in Business class and to tell them that two passengers wanted to use the vouchers for this upgrade. The ticketing people said it was fine so they asked that my vouchers be sent across to the ticketing people to carry out the formalities so that they could issue us the new Boarding passes in Business class. At that time, two gentlemen wearing the uniform of Vistara approached the Business class counter and got themselves checked in to Business class. This meant that the last two seats available got taken by the crew and they tell me that they can no longer offer me the two seats as the Business class is full. I got upset and told him that he had already allocated the two seats to us and also spoken to the ticketing people so why did he give up these seats. He then lied to me that they had confirmed booking. If that was indeed the case then why did the ticketing people agree to give us the two seats? I conveyed my displeasure  and told him that it makes no sense to be a Gold tier member and not be given priority to use these vouchers and they gave these seats to the crew who ought to have lower priority than the fare paying customers. He understood what I was saying and sent to the two gentlemen. Apparently one was nice enough to say that he would give up his Business class seat but the other person would not. They told us that we could consider taking up one of the seats in Business class. I declined the offer and told him that I would prefer to fly with my wife. As I was waiting for the check in, I also tweeted to the airline and explained to them what had transpired. They gave a standard reply that they would look into this and get back. Today a lady from Vistara reverted and apologised at the ""miscommunication"" between the ground staff and the controller. As I see it, there was no miscommunication and it was very clearly informed to me that we were getting the upgrade. To rub salt on my wounds, she gave a ""wonderful"" offer to extend a 10% discount on any one ticket for my future trip I might take on Vistara. She did not utter a word regarding the attitude of the crew who put self over the customer. I told her to keep her charity and I now intend to send them my four upgrade vouchers along with my membership card and stop flying this carrier.",Couple Leisure,Premium Economy,1,1,1,,,1,1,no
vistara,Arshad Noor Siddiquee,2019-08-17,"✅ Trip Verified | Delhi to Hyderabad. A wonderful experience every time you travel by Vistara it's a happening experience. The staff is so professional and courteous, onboard food is marvellous. It's a value for money",Business,Economy Class,10,5,5,5,5,5,5,yes
vistara,D Badey,2019-08-05,✅ Trip Verified |  Mumbai to Delhi. This was any first time flying a 2 hour long flight with vistara and was looking forward to their hospitality and service having flown them on short sectors. I was happy that that the airline is keeping it service standards high and maintaining it since day they started flying the seats in economy were very comfortable with great legroom and the plane was kept very clean.The staff from ground to cabin crew were the most kind and helpfull that I've ever met.. So overall ice again a great experience with Vistara.,Business,Economy Class,10,5,5,5,5,5,5,yes
vistara,D Kuney,2019-08-03,"✅ Trip Verified |  Delhi to Lucknow. This was my flight with vistara after a long time, and their service has gotten better and better. They are the most environment friendly airline in India doing away with the plastic bottles and serving water in paper cups. The cabin crew specially announced the economy meal options with full details of vegetarian and non veg meals.  For IFE they stream content to personal devices which is good enough. ",Business,Economy Class,10,5,5,5,5,5,5,yes
vistara,Rishad Patel,2019-07-01,"✅ Trip Verified | Delhi to Goa. Vistara boarding in Delhi was super fast as they have a dedicated line for different levels of their card holders. Also they give you 5 kilos extra once you have a silver card which is very useful as it becomes a 20kg allowance. Boarding was 10 minutes late for which there was an apology by the captain once on board. Seat space is great. Had 2 empty seats next me as well. They served a full meal on board - not excellent, but not bad. Staff were very professional and helpful. Arrival on time and priority bags on the belt before I reached them.",Business,Economy Class,9,5,5,3,,5,5,yes
vistara,Ankit Kumar Pandey,2019-06-19,"✅ Trip Verified |  Pune to Delhi. It was my second flight journey and I was with my wife and 8 month old Infant. I went pune by spice jet and came back in Vistara so in comparison, Vistara is much better in all the things ground staff and crew member.  First they had a seat belt for infant that other cheap airline do not have; second  there are some special safety instruction for infant, in Vistara , the crew member asked me if I wish to listen instruction in Hindi or English and I choose English. This thing is very very important for me because if it is about safty of my Son I would like to listen in hindi only in which I am more comfortable. Again after giving me the seat belt for infant crew member asked me if I know how to use that and when I said no she helped us. Crew member and ground staff in Vistara do not behave like a Robots and that is very important thing",Family Leisure,Economy Class,9,5,5,,,5,5,yes
vistara,Ishan Pai,2019-06-18,"Not Verified |  Mumbai to Goa. I flew with air vistara for the first time and my experience with them was amazing. It was also the first time and route where this airline was operating a Boeing 737 instead of A320. Even though my flight got delayed by an hour but as soon as we entered the flight, the cabin crew had smiles on their faces and were greatly looking after their passengers throughout the flight. Would definitely fly Vistara in the future.",Family Leisure,Economy Class,10,5,5,,,2,5,yes
vistara,Manidipa De,2019-06-07,"✅ Trip Verified |  I was travelling with my 4 month old baby for the first time and chose Vistara for its good reviews and in-flight comfort but it turned out to be one of my worst experiences. The cabin crew handed me the infant seat belt without any instruction. When the flight started moving, cabin crew instructed me to feed the baby during takeoff but by that time my baby was frantic and started crying and I was stressed out. Had the instruction and been given bit in advance, I could have prepared so to avoid inconvenience to my baby and fellow passengers. No clear instruction was given about how the seat belt has to be tied for an infant. A cabin crew came to inspect the seat belt before takeoff, she said it has to be tied around the infant and attached to my belt but did not wait to see if its been done correctly. ",Family Leisure,Premium Economy,2,4,2,4,,3,2,no
vistara,S Ubaid,2019-06-02,Not Verified |  Delhi to Srinagar. One of the best airline. Very friendly staff unlike other domestic carriers. Smooth transition right from check-in to boarding. I will recommend this to everyone.,Solo Leisure,Economy Class,10,4,5,4,,4,4,yes
vistara,Bhavin Shah,2019-05-09,✅ Trip Verified |  Srinagar to Mumbai via Delhi. Very helpful cabin crew. Good ground staff. Excellent quality food. As of now best airline in India. From cleanliness to comfort perfect experience.,Family Leisure,Premium Economy,9,4,5,5,4,5,5,yes
vistara,Saif Ali,2019-04-24,✅ Trip Verified |  Delhi to Kochi. Food facility and air hostess service are very helpful. They provide every required needs With very sensitive manner.,Family Leisure,Economy Class,10,4,5,4,,5,5,yes
vistara,Anna Whyte,2019-03-28,"✅ Trip Verified |  Bagdogra to Delhi. Without the fantastic and amazing service given by the staff and management at Vistara Airlines, I would not have been able to fly that day. I have a traumatic brain injury caused by a stroke and am extremely sensitive to noise and crowds. This is the worst airport I have ever encountered. I have flown there before so I was already feeling panicky. Luckily this time my 20 year old son accompanied me. Due to the roadworks throughout Sikkim, we had taken a private taxi early morning to reach IXB in time for our flight. We were very early so stopped at a good, quiet restaurant 15 minutes away from the airport. I took into the restaurant my BOSE sound cancelling headphones and silicone ear implants to make sure they were charged and ready for the impending chaos. We arrived at IXB 2.5 hours prior to departure. This airport has no priority security, no priority check in., no O disability facilities, NO lounge. To call it an international airport is a joke! As soon as the taxi pulled away I realised that I'ld left my headphones and silicone ear implants plus charger in the restaurant. I had a panic attack. My son sat me down in the shade where I vomited numerous times while he contacted the taxi driver and the restaurant. They had gone. My son has headphones so he gave me his but by now I was shaking and suffering Aphasia (inability to speak). He contacted Vistara staff who took me into the managers office, organised water, a calm and quiet space and informed us that they would board us last and 2 members of staff would accompany us through security. They helped my son with bag check in and boarding passes while other staff took care of me. They also helped us with items which we had left at the helicopter office. My son had an early morning flight from Delhi to Stockholm the next day. We both agreed that without the help of Vistara's amazing staff, in the worst conditions possible for my disability (IXB), he may not have made either flight as he would have been forced to take me to hospital. A big thank you to the Vistara Airline manager, who personally accompanied my son through security, and the professional staff at IXB and on board the aircraft. I first flew Vistara 1.5 years ago and have not flown another airline in India since then. This is India's best airline by far. The app works, the web site works and the level of service is far above most international airlines.",Family Leisure,Premium Economy,10,5,5,5,5,5,5,yes
vistara,Harish Raheja,2019-03-22,"✅ Trip Verified | Kolkata to Port Blair with Vistara. Excellent flight with tasty quality food, comfortable seating arrangement, far better than other domestic airlines. Landed before time. Colourful and beautiful flight.",Family Leisure,Economy Class,10,5,4,5,4,5,5,yes
vistara,C Banil,2019-03-14,"✅ Trip Verified |  Delhi to Chennai. Spacious seats, early boarding and on time departure and arrival made for a positive first impression. My wife, toddler and I flew Vistara because of the higher quality of service and in flight food, because that's one less thing to deal. We were late to the baggage claim belt and Vistara had staff trying to contact me by phone and were even able to contact my family to ensure we got our checked in baggage. What more can one ask for these days. Highly recommended.",Family Leisure,Economy Class,9,5,4,4,5,4,5,yes
vistara,Fathima Samah,2019-03-04,✅ Trip Verified |  Delhi to Cochin. The aircraft was new and seats were good and food was okay. But the ground staff was impolite and even the supervisor at arrival airport used improper demeneor while we presented our concern.  Customer support takes forever to respond and no follow up.,Family Leisure,Economy Class,3,3,3,4,,2,3,no
vistara,Rajeev Sud,2019-02-24,"✅ Trip Verified |  Delhi to Mumbai. Very disappointed with Vistara. I paid the premium price for Vistara expecting a flight better than the budget airline. The only positive was a free meal. The flight was late, the cabin was cramped with minimal leg space.",Couple Leisure,Economy Class,1,1,5,1,,4,1,no
vistara,R Rani,2018-12-25,"✅ Trip Verified | Hyderabad to Delhi. Flight is good, but customer support is worst. I had to cancel one of the passenger travelling with me. Called customer care and he confirmed the ticket was cancelled. But I did not receive any refund or at least any message/mail confirming that the ticket was cancelled. When I requested them to send me cancellation/refund confirmations, they simply send me another link to pay 300Rs. For what I don't know the reason. Neither the refund amount around 1300(which informed by customer care executive) is also not reflected in my card. I dont mind 1300 but this airlines should have courtesy to send me cancellation receipt/message which I need to file in my company expenses.",Business,Premium Economy,2,4,4,3,3,4,1,no
vistara,Sarah Moore,2018-12-21,"✅ Trip Verified |  Cochi to Chandigarh via Delhi. I was traveling alone in India for business. As a female, this wasn't the most comfortable experience. I had to go from Cochi to Chandigarh to see a vendor so I booked this flight at the last minute. When I got to the airport I learned about the weight limit for carry-ons. I begged and pleaded for them to make an exception because I had work materials and several other important items. I offered to pay for the bag but they said they really weren't able to allow weight overages in economy class. They could only do so for business class customers. The two agents tried hard to help me get an affordable business class. We weren't able to find any that were affordable, but they tried just about every thing they could to ensure that my bag was tended to. In the end they put special labeling on my bag  and did virtually everything they could to make sure my bag made it to my final destination. This meant a lot to me, given the circumstances. I've never seen service like this at an airline. They genuinely cared about my seemingly stupid luggage concern. The actual flight was great - organized boarding, great snacks, friendly airline attendants, and easy flight. This was so comforting and calming to me during a stressful time. Will definitely be flying with them again because I know that their service is impeccable and that if anything goes wrong they will do everything they possibly can to make it right. ",Business,Economy Class,10,5,5,4,,5,5,yes
vistara,A Madilya,2018-12-04,"✅ Trip Verified |  Delhi to Chennai. I wasn't able to upgrade to Business class multiple times. The voucher upgrade that they offered through their CV frequent flyer program you would never be able to do so. It's only allowed 1 hr before departure which in a domestic route is full since they only have 8 business class seats. I have this feedback to them on my earlier flights as well when I wasn't able to upgrade. What a shame, I was just starting to like them.",Business,Business Class,3,2,4,3,1,1,2,no
vistara,Priyanka Ghosh,2018-11-05,Not Verified | Chennai to Kolkata. One of the best experience I ever have had. Crew members are very cooperative. This flight had many passengers who were actually patients. The behaviour of the cabin crew towards them was really appreciable. Food I opted was veg and was tasty and served hot. The flight landed before time. I must specifically mention that the interior of the aircraft was a very modest one with light music being played. I wish Vistara continues this quality of service and quality of aircraft maintenance in future too.,Solo Leisure,Economy Class,10,4,5,5,5,5,5,yes
vistara,C Haloudry,2018-10-16,✅ Trip Verified |  Awesome crew members. The crew are the greatest asset who provide exemplary service. I would like to thank the team on board in UK 753 Delhi to Ranchi on 15th October 2018. Please compliment the entire team on my behalf.,Solo Leisure,Economy Class,10,5,5,5,5,5,5,yes
vistara,Anurag Dave,2018-09-24,"✅ Trip Verified |  Delhi to Ahmedabad. Vistara is one of the best airlines that I have flown with. I had booked the ticket from my cell phone just a few hours before departure. During check-in, the agent upgraded me to Premium Economy. As I was entering the aircraft, I told the flight attendant that I was feeling dehydrated and if I could have a glass of water. She instantly gave me a bottle of water. Vistara served complimentary breakfast during the 1 hour flight from New Delhi to Amhedabad, but what really set Vistara apart was their outstanding customer service.",Solo Leisure,Premium Economy,10,5,5,5,,5,5,yes
vistara,Sumesh Dudani,2018-09-13,"✅ Trip Verified |  Lucknow to Delhi. I have flown with Vistara earlier and recently in August. Overall, what I like about this airline is that staff is friendly and helpful both on ground and in cabin. Seat pitch and quality is very nice plus flexibility to choose preferred seats is added advantage. On board services are very good and aircraft interior is fresh.  Only thing I felt was that while flying on short route the food given in premium economy was at par with the normal economy and they used to give a welcome drink earlier in premium economy but I didn't find that in this flight. Plus the quality of refreshment was not good as I have experienced earlier. But overall on long flights, its very good and overall a worthy option to choose for flying in India. Eagerly waiting for its international flights now. ",Solo Leisure,Premium Economy,9,5,5,3,,5,5,yes
vistara,T Ashyer,2018-07-23,"✅ Trip Verified |  Delhi to Chennai left almost 45 minutes late. Thereafter there was congestion at the runway at the take off point. Further ahead,the seat belt sign was not switched off for another 45 minutes after take off siting bad weather. Thus it must have been almost two hours from the time one reported to the boarding gate till the time the seat belt sign was switched off. I was traveling with my elderly parents in their eighties who wanted to go to the wash room about 20 minutes after the flight took off but were not allowed. However, the flight attendants wheeled in the food trolleys and started serving food during that time when the seat belt sign was still on. Other than this issue, the staff were quite efficient and courteous. The leg room was better than other domestic airlines. The food was good and adequate and the overall experience was pleasant. Another, irritant pertains to the prevalent norm in Chennai wherein the staff who assist with the wheel chair haggle over receiving a hefty tip . Overall traveling for the first time with Vistara was a good experience.",Family Leisure,Economy Class,7,5,3,5,2,3,5,yes
vistara,Monish Mathur,2018-06-26,"✅ Trip Verified |  Bengaluru to Ahmedabad. I have travelled a lot in last 2 years and have flown each of the Indian airlines, but Vistara is the best among all. For foreign travellers I recommend that if you want to travel within India, use this airline. The food was good, plus the aircraft was well maintained and clean. ",Solo Leisure,Economy Class,9,5,5,5,3,4,5,yes
vistara,Arup Ghosh,2018-06-03,"✅ Trip Verified |  Kolkata to Delhi. I am a Platinum Member of their frequent flyer programme and have been so for two years now. Therefore my bias for this airline is obvious.  Vistara is the only Indian domestic airline which offers Premium Economy. Same 3+3 layout as Economy but with more generous legroom. Their Economy seats have a pitch of 31"" and recline of 3.5"" except the cramped last row. The Premium Economy seats have a pitch of 33"" and recline of 4.5"". Those extra couple of inches does make a huge difference. Reached Kolkata airport at about 6 am for my 7.05 am flight to Delhi. Had checked in online the previous night. Being a Platinum Member they offer complimentary lounge access. However, as happens often, there never is time to pop into the lounge. Went straight through security and to the boarding gate. Vistara boarding is always an organised affair. I really can't put a finger on what they do different but there never is the kind of melee that you see around boarding gates of most other airlines. They started boarding at 6.24 am. We were bussed to a distant stand. Quite a few minutes of bus ride. To a very far stand beyond the old terminal building. Now, if I have one complain with Vistara and indeed with most other airlines, is that the first flight out of the day is always from a non-aerobridge stand. The planes that come in late on the previous night are parked at stands away from the terminal. Every airline that does that, seems to avoid the expenditure of getting the aircraft to an aerobridge gate for the first flight out the next morning. Instead they subject you to an uncomfortable crowded bus ride. Vistara also does the same. Boarding was quick and orderly. The welcoming cold towel (hot in winters) is always a nice touch. Then they handed over the breakfast menu. Another nice touch. A round of water. Boarding complete and doors close at 6.50 am, well before scheduled 7.05 am departure. Then the Government owned Kolkata Airport's inefficiency took over. It wasn't till 7.06 am that we were pushed back. And another 10 mins odd before we were airborne. 20/25 mins on the ground after doors closed? I don't know who is to be blamed. I always enjoy the new planes, nice clean interiors, comfortable seats, the rather different purple and gold colour scheme. Even the cabin crew wear a purple and gold uniform. I always see the lady cabin crews wearing a similar metallic gold watch and pearl ear studs which go very well with the purple uniform. Haven't seen any other airline standardising the accessories that go with the uniform. That's a real neat touch. 30 mins into the flight and it was breakfast time. Meals are always a pleasure on Vistara. I am a hardcore non vegetarian but could not resist the Sabudana Khicdi and Medu Vada in Sambhar that morning with Starbucks coffee. Awesome. We were over Delhi well in time but were then a victim to the usual early morning congestion that's routine at Delhi. Inspite of that we were on the ground a couple of minutes earlier than the scheduled 9.25 am arrival. Aerobridge connected quickly and I was off the aircraft at 9.34 am. Very happy. Vistara seems to be setting a new bench mark in Indian domestic aviation. I sure do hope they maintain that standard.",Business,Premium Economy,10,5,5,5,,5,4,yes
vistara,Gaurav Dhaka,2018-05-26,"✅ Trip Verified |  Delhi to Kolkata. My first flight with Vistara and had a great experience. Supportive ground staff, frequent sms alerts about 20 minute delay, swift checkin, awesome evening snack (Paneer Tikka). Well trained and supportive cabin crew as well. I missed IFE system and would like to see Vistara implementing something quickly.",Solo Leisure,Economy Class,8,5,5,5,,5,4,yes
vistara,H Rajesh,2018-05-19,"✅ Trip Verified |  Delhi to Kochi. Must say this is one of India' best airlines, excellent service, good people and amazing flights! I have been using their services from a long time now. My dad had to travel on 10th may with Vistara from DEL-COk but because of an unforeseen event he was not able to travel. I called them and asked for refund for the tickets, they called me, followed up every time when i asked for a call back and processed refund within 7 days! Its service that matters and they are 10/10 every time! ",Family Leisure,Economy Class,10,,,,,5,5,yes
vistara,Aakanksha Munjhal,2018-04-09,"✅ Trip Verified | Such a poor experience! I flew Delhi to Chennai aboard UK835 on 8/4/18. First the flight was delayed for about an hour. Secondly, this airline is yet to be accommodated at the main airport, hence their flights land at a remote location, from where they stuff you in buses and get to the airport. Thirdly, drivers of these buses are ill mannered and untrained, despite it being very hot and supremely humid he refused to put the air conditioning on, despite all the passengers requesting, screaming and someone on the verge of fainting. Fourthly, delay in getting our luggage, it’s been over 40 minutes since we landed but no sign of our luggage! Never ever flying Vistara on this sector!",Business,Economy Class,3,4,4,4,,1,3,no
vistara,Rishad Patell,2018-03-28,"✅ Trip Verified | Flight from Mumbai to Delhi return. Got to Mumbai airport and went to call for a wheelchair from the phone outside the airport - all airlines listed except Vistara. That was odd. Had to then send a reluctant guard to call someone with a wheelchair. After that the flight was smooth. Check in and boarding etc all okay. Flight on time and they served a nice snack. Return was good with the flight on time and the Vistara service once again excellent. The crew on board and service is very good. Also, they have the best coffee I have had on any Indian carrier!",Business,Economy Class,9,4,5,4,,4,4,yes
