airline_name,author,date,content,type_traveller,cabin_flown,overall_rating,seat_comfort_rating,cabin_staff_rating,food_beverages_rating,inflight_entertainment_rating,ground_service_rating,value_money_rating,recommended
swoop,E Walden,2020-03-15,"✅ Trip Verified |  Edmonton to Los Cabos on 14 March. Avoid, avoid, avoid! This is not a low cost airline and then they refuse to even discuss with you! As someone used to low cost airlines in Europe, this does not compare!",Family Leisure,Economy Class,1,,,,,1,1,no
swoop,L Gerten,2020-03-14,"✅ Trip Verified |  Hamilton to Halifax. Flight booked to Halifax for Easter weekend and I am a health care provider. Cannot believe there is no way to get even a travel voucher in place of the flight I cannot take. They also need to stop sending ""reminders"" to pay for seats and baggage to patrons who have already paid. I fell for that once. And only once. Swoop will never get my business again. I chose it because it flies non-stop from Hamilton. Will take the extra trouble in the future to fly out of Toronto with other carriers. Good riddance.",Business,Economy Class,3,,,,,,1,no
swoop,Jennifer Pinder,2020-03-14,Not Verified |  It is absolutely appalling that Swoop are not offering travel credits or re-booking options for their customers amidst the Coronavirus health crisis/pandemic. The government is telling us to cancel all travel so we basically do not have a choice but to cancel and Swoop Airlines is so selfish to use this time to promote cheaper prices. ,Family Leisure,Economy Class,1,,,,,,1,no
swoop,Grainne Lowe,2020-03-14,"Not Verified |  Toronto to Puerto Vallarta. We are cancelling our vacation to Mexico mainly because we have a 2 week old grandson. Our hotel were more than accommodating, however, we booked with Swoop and they are not accommodating anyone. They are charging $15.00 to speak to a representative. This is disgraceful. ""We are currently experiencing high call volumes To save you money, we suggest using Manage My Bookings for booking, cancellations or changes. If you would like to speak to a Swoop agent there is a fee of $15 plus applicable taxes for new reservations or to change your existing reservation."" ",Couple Leisure,Economy Class,1,,,,,,1,no
swoop,Susan Buda,2020-03-14,"Not Verified |  Edmonton to Puerto Vallarta. Canadian government advising not to travel internationally. Swoop will not let us cancel, change or give us credit. Other air carriers are flexing their policies to accommodate during this Coronavirus crisis. Shame on you Swoop! Never use you again. ",Family Leisure,Economy Class,1,,,,,,1,no
swoop,Charlotte Joseph,2020-03-13,"Not Verified |  Winnipeg to Hamilton. Due to the COVID-19 pandamic I tried to change my flight to a different date but was overly charged, more than the original amount I paid.  I can't afford to change dates. If your company truly does have compassion, flight change would have been accepted due to the pandemic. I am very disappointed with this company for taking my hard earned money.",Family Leisure,Economy Class,1,,,,,,4,no
swoop,Danilo Federizo,2020-03-12,"Not Verified |  Vancouver to Winnipeg. Bad customer service. They keep delaying our flight, they gave us less then 24 hrs notice this is not acceptable. Flights are cheap but never gonna fly with them again. I tried to call them many times but they never pick up the phone they put me on hold for 1 hr but I never hear any voice.",Family Leisure,Economy Class,1,,,,,1,1,no
swoop,D Long,2020-03-08,"✅ Trip Verified |  This past year has certainly been a challenge for Swoop. Nevertheless, despite the complaints, my wife and I decided to abandon our loyalty to Westjet over the past 15 years and try Swoop. Having the pleasure to live only 15 minutes from the Hamilton airport, and a reduced price, were key factors in our decision. We booked our February vacation to Jamaica last September and have been watching the reviews on a daily basis. Although the company has had some trying times, it's fair to say that even new companies have hiccups along the way.  We booked our flight for February 8th, flying out of Hamilton to Mo Bay. Our crew on flight WO672 went beyond what we as a customer expect. Not only did they do their best to make you comfortable, they were efficient, friendly, smiles all around and courteous. Best decision we made. On our return flight which was February 29th flight WO673, once again we had a very smooth flight home. We had a different crew on board this time - friendly, professional employees. I want to thank the crew of both flights, for providing such great customer service.  Not only did we save on the airfare, we saved on the transportation to Pearson as well, and we had a fantastic flight. On our flight and transportation to the airport, we saved 40% of what it would have cost us to fly out of Pearson.",Couple Leisure,Economy Class,10,4,5,5,,5,5,yes
swoop,S Darson,2020-03-07,"✅ Trip Verified |  Hamilton to Las Vegas. I can’t describe just how disappointed I am with Swoop. Today is my fiancé’s birthday, so I surprised him with a trip to Vegas to watch the UFC my mistake you ask? Booking with Swoop airline. At 11:37 am I was notified that my 7:45pm flight had been delayed to 9:30pm due to “weather”. Okay fine, lots of notice, I won’t leave home too early. I get to Hamilton airport and find out my flight will be delayed an additional 10 minutes making it a 9:40 departure. No problem, we will still make it to our event, we were feeling sorry for the Domestic flight before us with swoop that was cancelled. 9:43pm rolls around and the screens say my flight has departed. What the fuck? Nope the staff say it has just arrived and they are preparing it for us. After all other flights from Hamilton & Toronto have departed these guys announce that our flight has been cancelled. Chaos broke in that tiny airport. None of the staff had any information to give. Helpful really at 10:30 at night. So we are exhausted and angry now. We were told everyone would receive a 100% refund if we chose not to fly on the next available flight. That flight is 24 hours away and means we not only miss out on tonight’s hotel that we have paid for (which I later found out was due to mechanical issues) but we would also miss the UFC. We booked another flight with another reputable airline that actually flies passengers and doesn’t just rob them and cancel flights. I got the email that I supposedly could “accept changes” or “cancel” and get a full refund. The icing on the cake, I cannot cancel my booking and get a refund at all. It’s simply not an option. Swoop is unprofessional, their staff don’t know how to handle stressful situations.",Couple Leisure,Economy Class,1,,,,,1,1,no
swoop,T Marden,2020-03-06,"✅ Trip Verified |  Ft Lauderdale to Hamilton. This carrier allows only one child item per reservation, not per child. So a family gets stuck paying for legally required items like car seats and essential items like a stroller. I have never once encountered this. What a terrible way to treat families. Have a question or problem? Good luck! Swoop's chat was a joke and they charge $15+tax to speak to someone on the phone. Their check in process was the nail in the coffin. Virtually no staff. After standing in one of two lines for some time, someone finally came and told about 50 people they were in the wrong line. After we all shuffled over, they only processed the one line and held everyone else. The line was backed up out the doors of the terminal. First and last time I make the mistake of flying this airline. You won't save money. You won't save time. You won't save headaches. Hoping they seriously reform their business model or go out of business.",Family Leisure,Economy Class,2,2,3,1,1,1,1,no
swoop,T Steenson,2020-03-05,"✅ Trip Verified |  Edmonton to Abbotsford. This is, by far, the worst airline I’ve ever had the displeasure of flying . They are non time and every person I dealt with was unhelpful and borderline rude.  I thought Flair was bad, but sadly I long for Flair after these recent experiences. Unfortunately, Swoop crushed Flair and they are ceasing flights to my destination. My advice to anyone even considering flying Swoop, spend a few extra dollars and fly a real airline.  I realize that this is a discount carrier, but seriously?",Family Leisure,Economy Class,1,1,1,,,1,1,no
swoop,L Huget,2020-03-05,"✅ Trip Verified |  Flight from Edmonton to Mazatlan was bang on, no problems whatsoever. Was worried due to the reviews but it was one of the best flights I have been on. An hour delay coming home, not a big deal, I have dealt with way worse on other airlines. The flight attendants were very friendly. Don’t listen to the whiners, they want a champagne flight on a beer budget. If you can’t afford $50 to upgrade your seat do us all a favour and stay home. Swoop is half the cost of other airlines. If you want the princess treatment book another airline, and if you can’t afford that don’t go on vacation.",Couple Leisure,Economy Class,7,3,4,3,,4,5,yes
swoop,Dean Majed,2020-03-02,"✅ Trip Verified |  Swoop made my first ever solo flight woeful. It has been 5 days since I landed back home in Edmonton, AB from Abbotsford, BC and Swoop still hasn’t got back to me. I went to British Columbia for a snowboarding trip and was iffy about my baggage getting lost and I wasn’t wrong. My snowboard reached BC no problem but it did not return with me and swoop airlines does not have the decency to even get back to me. I paid to check in my bags and paid for insurance. When I landed in Edmonton I waited two hours and never got my bag. I filled a missing bag report the night I landed, I waited on the phone for an hour which was never picked up with swoop the next morning, and I finally sent them an email the same day as the phone call which was four days ago and still not a sound from them. What’s a company without customer care? What’s a company that doesn’t get back to you? ",Solo Leisure,Economy Class,1,1,2,1,,1,1,no
swoop,P Richard ,2020-02-28,✅ Trip Verified | I flew from London to Abbotsford with Swoop and back and it was great! My wife and I flew with our infant son on our lap and each flight they gave us our own row despite not choosing our seats. They also allowed us to have a personal (diaper) bag even though we didn't pay for a seat for our son.,Family Leisure,Economy Class,10,4,5,5,,5,5,yes
swoop,Hiral Modi,2020-02-23,"✅ Trip Verified |  Orlando to Edmonton. They deny passengers to board anytime with the excuse that you don’t have approved ETA, even though we had showed on paper.  We drove 5 hours to take the flight & at the gate, they told us you can not board the flight & won’t get any refund.  Called & emailed several times but never got our money. Reported to the Department of Air transportation but no use.",Family Leisure,Economy Class,1,,,,,1,1,no
swoop,Heather Thomas,2020-02-20,✅ Trip Verified |  Edmonton to Orlando. Have been attempting to speak to Swoop regarding an upcoming flight. Their chat app takes hours for anyone to respond. They advised in the last message to me to call them. I spent 36 minutes on hold (no toll free number provided) at which time I was disconnected by their system. Extremely poor customer service.,Solo Leisure,Economy Class,1,,,,,,2,no
swoop,C Deane,2020-02-18,"✅ Trip Verified |  Hamilton to Tampa. We had seen mixed reviews of Swoop so were a little nervous flying with our family of 7. We had no delays and flights were smooth without issue. We saved about $1000 vs flying with other airlines. Leg room seemed a little bit less than other Canadian airlines. The only issue we had is staff at departure in Hamilton were a little rude, but it seemed like maybe the employee had been having a bad day. My husband overheard her talking about a guest blasting her for something. Overall a great experience and we’d definitely fly Swoop again.",Family Leisure,Economy Class,9,4,5,5,,3,5,yes
swoop,P Prayesh,2020-02-14,"✅ Trip Verified |  Edmonton to London. I had flight with 2 month old baby, flight got delayed at first and they switched it to WestJet, we were notified 4 hours before. No Gate number on boarding pass, wrong flight on boarding pass shown. When they switched they missed to transfer my Baby's ticket. When we got hold up by security, they didn't announce name. Finally after all this, we still made it to gate, they said they cannot let us board since gates are closed. Just turned their back, did not help to find alternative flight or could have let us in. They don't care about you, once they got money, done. I would suggest to pay more and get better one. Our baggage was sent and we didn't have anything since we are moving to ON with whole place.",Family Leisure,Economy Class,1,,,,,1,1,no
swoop,R Chardeur,2020-02-11,"✅ Trip Verified |  Hamilton to Cancun. We got up early and got to airport on time. When we got there, the staff  working at the Swoop check-in were rude to us. They tried to make us feel it was our mistake that we did not know the flight was delayed for 8 hours and 40 minutes. They said we got an email and we checked but we had not got an email. They did not offer any vouchers or anything for a delay of almost 9 hours! This airport is also dirty, coming is trying to find parking is difficult, better signage is required. This is an awful airport.",Couple Leisure,Economy Class,2,1,1,,,1,1,no
swoop,Brodie Kudlik,2020-02-08,"✅ Trip Verified |  If you are flying Swoop ensure you are at least two hours early or else you will miss your flight. I showed up 105 mins early and missed my flight from Edmonton which I understand is my fault for not showing up before the recommended 120 mins. That was only the start to my troubles with swoop. I booked another flight with Westjet down to phoenix and still had my return flight with swoop home. Swoop sent me an email on the Friday (day after missed flight) stating if I did not reply to it within 24 hours they would cancel my prepaid return flight. I had lost my phone and had no way to reply to this message. I did my due diligence to check my emails Monday, two days before my flight, but it was already cancelled. So panicking I checked swoops flights and there was an opening on the same flight heading home. I called them asap and was charged $15 and put on hold for well over an hour. When I got ahold of the airline I explained my situation and asked if they could undo the cancellation. They said they could not undo the cancellation and requested I re-purchase the same flight home. I phoned again when I returned to Edmonton and asked if they could refund my prepaid luggage or the cancelled return flight however they held the fine print of there service agreement against me and would not even hand out a coupon to save on another swoop flight. ",Solo Leisure,Economy Class,1,,,,,,1,no
swoop,Chad Sekulich,2020-02-08,"✅ Trip Verified | Abbotsford to Edmonton. A simple 1-hour flight turned into a two-day nightmare with this airline. Delay after delay after delay. When they finally landed us onto the airplane the next day we sat on the tarmac for hours. The pilot comes on the intercom and says ""the person who fuels the plane apparently did not show up for work - we have sent someone to try and get him out of bed"" when I applied for a refund they wrote me back saying they aren't liable for routine maintenance and I won't be getting a refund. They cost me 10x the ticket price I paid due to missing work and being out of pocket for door and expenses. I had to sleep in the airport and they couldn't care less about the people inconvenienced.",Business,Economy Class,1,1,3,,,1,1,no
swoop,E Halsen,2020-02-08,"✅ Trip Verified |  Cancun to Hamilton. We love Swoop. We have flown with them out of Hamilton approx 5 times in the last 2 years to Edmonton and Cancun. We’ve been delayed on 2 occasions (1-2hrs) but it didn’t bother us since we have reasonable expectations for a small budget airline. All the other times they were exactly on time was like a bonus! I’ve been delayed multiple times with Sunwing(2-6hrs), and delayed on occasion with AC and even WJ. It happens. Also to note we have flown with and without kids, check in counter staff has always been great. I have had no issues with Swoops booking system, online check in or the app. All easy and good. Each and every flight has been very smooth. As a private pilot, I can appreciate when I notice them avoiding the turbulent patches. Every single landing with them has been smooth despite landing (or taking off) in high winds in Mexico, Edmonton, or even freezing rain Last night coming in to Hamilton.  And we always are flying in the wild winter season. Yes some of their flight attendants can be young as mentioned in a review here but they are polite, thoughtful and always smiling. I also like how this airline doesn’t allow people to jump around to free open seats without paying and how they don’t offer complimentary menu items. This means they are not in the aisle blocking for an extended time and it really diminishes unnecessary garbage for 200 people that want a little plastic glass of pop just to throw out 5 minutes later. Instead pay $1.99 for a pop can if you really want it and then we are all more responsible - not so wasteful. ",Family Leisure,Economy Class,9,4,4,,,5,5,yes
swoop,Alan Stoddart,2020-02-05,Not Verified |  First and last time flying this airline. My wife and I flew from Hamilton to Tampa on a 5 pm scheduled flight on feb 2. The flight eventually left at 7;30. My beef is the airline was aware the flight would be late early that morning due to the 4 hour late departure of the plane that was servicing the route were on. So all passengers arrived at the airport between 2 and 3 pm for a flight the company knew was leaving at 7! Never again.,Family Leisure,Economy Class,2,1,5,4,,1,1,no
swoop,Michael Jones,2020-02-03,✅ Trip Verified |  Hamilton to Halifax. Just wondering if Swoop has ever had an on time departure? I know they have a fleet of 12 planes of which I’ve just observed 1/4 of fleet leave Hamilton late. Staff at Hamilton airport all young always on their phones not updating status. ,Solo Leisure,Economy Class,1,3,3,1,1,1,1,no
swoop,Tetiana Andrushko,2020-02-03,"Not Verified |  I was flying WO761 Vegas to Edmonton and the flight was only half full. I had a very bad back pain and decided to change the seat to try to lie down for a bit. The flight attendant Samantha came to me and explained that I had to pay extra. Despite explanation for the reasons (I am on MRI list) and the fact that the flight was half empty, she insisted for the payment. While I understand the low cost business and completely agree for all additional costs for extra bag, legs' room, drinks, I still think we have to be humans and look into situations with our hearts and minds open.",Solo Leisure,Economy Class,2,2,1,,1,3,4,no
