airline_name,author,date,content,type_traveller,cabin_flown,overall_rating,seat_comfort_rating,cabin_staff_rating,food_beverages_rating,inflight_entertainment_rating,ground_service_rating,value_money_rating,recommended
china airlines,Anurag Dave,2019-12-03,"✅ Trip Verified |  Los Angeles to Denpasar via Taipei. Check-in at LAX was smooth. They gave us a transfer sleeve to store boarding passes for later segment, which was a nice touch. We had a remote gate far away and had to be shuttled by bus. That experience wasn't very pleasant as we had to wait inside the bus for a very long time. Despite having reservation for four seats (traveling as a family), there was no available overhead storage. All four of us had requested special meals, but the flight attendants started serving us regular meal. It was only after we showed them our boarding passes that they served our special meals. The overall ambiance, seating comfort, and IFE were excellent. Both B777-300ER and A330-300 were tastefully decorated. The service between Taipei and Bali segment was far superior to what we experience between LA and Taipei. The service on our final segment from TPE to LAX fell below the mark. The flight attendants serving us in economy didn't smile and were quite rude while interacting with us. So, while friendly service was absent in TPE-LAX segment, the WiFi worked well on B777-300ER. Overall, China Airlines offered an inconsistent experience where the positives outweighed the negatives, so we will still fly with them again.",Family Leisure,Economy Class,7,5,2,5,5,4,4,yes
china airlines,C Fitch,2019-12-03,"✅ Trip Verified |  Taipei to Sanya. Our plane was late getting into Taipei from Los Angeles and we had just enough time to disembark and walk to the gate of our connecting flight to be the last persons to board. I told my wife that I was sure our luggage wasn’t going to make the connection. I sat down at my window seat and watched the last of the luggage being loaded but did not see ours. The cabin door closed and I expected us to leave but we didn’t. I could see the baggage handlers impatiently waiting for something. Alas, 10 minutes later a buggy showed up with our luggage and was quickly loaded and we were then on our way. Our flight ended up late and although I felt a little guilty we really appreciated our luggage arriving with us. The food we just ok. The staff were friendly but busy.",Couple Leisure,Economy Class,9,4,4,3,3,5,4,yes
china airlines,R Moser,2019-11-19,"✅ Trip Verified | Taipei to Vienna. I find the service in Business Class worth the money. The friendliness and readiness to serve you is very good. The seat is one of the most comfortable seats in business class. The food, especially the breakfast, is very good and tasty, champagne and wine was excellent as well. IFE offers you a large screen and is very responsive. The variety to choose from was also more than enough. ",Solo Leisure,Business Class,10,5,5,4,5,5,5,yes
china airlines,M Peale,2019-11-14,"✅ Trip Verified |  New York to Taipei. This is the worst flight I've ever been on in my life.  I got a discount on this flight, and the stewardesses were nice. Everything else about was a nightmare. I called a week in advance and had to pay for the desired seat I wanted for $30 extra because this airline doesn't let you choose your seat. But they ended up giving me the wrong seat anyway, rather than 40E, which is larger. They could not fix the issue on the plane, so I was stuck with the tiny seat and wasted my $30. Some seats can lift the armrest, but the one I had to go to could not and was quite uncomfortable. I then learned that this was the first flight I've been on that doesn't offer free WiFi. I had to pay $50 (specifically $43.90) to use their very bad WiFi service. The ""entertainment"" tablet doesn't work, even if you rub it or clean it, and there's nothing on there you've ever heard of, anyway. The food looked inedible, but that's okay because I opted not to eat anyway. It just sucks you have to pay for water, since TSA obviously doesn't let you bring any liquids on. Guess I should've brought a bigger water bottle.  Sixteen hours of this, and they don't even offer you WiFi or working power outlets (though I'm surprised we even had those). This airline just seems cheap, even if their actual prices aren't that cheap. ",Solo Leisure,Economy Class,3,1,5,2,1,3,3,no
china airlines,Luke Morton,2019-10-31,"✅ Trip Verified |  Tokyo to Taipei. Priority check-in at Narita was quick and easy. I was able to change my seat at the counter. Boeing 777 has a beautifully designed cabin and offers lots of choices on the inflight entertainment system. The cabin manager on this flight was  kind and helpful. I was welcomed on board and addressed by name. The vegetarian special meal was of a good quality. There was a selection of drinks available, I tried Kumquat Lemonade and Formosa green tea. On arrival, my luggage was first off the belt as it was marked Priority. I am a SkyTeam Elite Plus member and I never experienced such attention to detail and personal service.",Solo Leisure,Economy Class,10,5,5,5,5,4,3,yes
china airlines,Simon Gilmore,2019-10-30,"Not Verified |  My wife and I flew to Brisbane from Auckland and return. A350  was roomy and comfortable in Economy Class. Crew were friendly. IFE with a good selection of movies, TV and music. Crew on return flight indifferent and sour. Meals were awful - spiced chicken and rice - worse than a microwavable meal from the supermarket. In summary crew need to lift their game. English is often poor and engagement nowhere near Singapore Airlines.",Couple Leisure,Economy Class,6,4,3,1,5,5,5,yes
china airlines,R Marsden,2019-10-16,"✅ Trip Verified |  Bangkok to Honolulu via Taipei. I fly regularly between Honolulu and Bangkok, but I've never flown on China Airlines. However, it emerged as the least-expensive option for a recent trip and since the price and flight schedules were good I decided to give the airline a try, despite some hesitation. I was mostly pleasantly surprised by the airline: Though the staff seem to be unable to smile and service both on the ground and in the air is bare-bones, the A350 is a fabulous aircraft, the seats were mostly comfortable, and the entertainment system was alright. There were a few negative experiences: For instance, not one single flight arrived or departed on time; The airline's pillows and blankets are pitiful, and the catering is mostly inedible; China Airlines has the serving style favored by many Asian airlines, wherein a few drinks choices are offered on top of the meal service trolleys, and if a passenger requests anything not on top of the trolley, the flight attendants tend to lie and say they ran out. It's very, very tedious to constantly have to ask and remind them for something as simple as a can of Coke Zero, and for it to be brought with a scowl. I arrived at Taipei from Honolulu in the middle Typhoon Mitag; My onward flight to Bangkok that evening was cancelled and I was expecting a chaotic, uncomfortable evening in Taipei's airport. Much to my surprise, the situation had been rather expertly arranged before my arrival: An agent met our flight and informed all of us going to Bangkok that we had been rescheduled for a flight the following morning and that accommodation had been arranged for us for that evening. I was impressed by the efficiency of China Airlines and the Taipei airport authorities, and I commend them for their handling of a difficult situation. In all, I recommend China Airlines because of the very low cost paid for this set of flights. While China Airlines certainly pales in comparison to ANA, JAL, EVA Air, Thai Airways and Singapore Airlines, it is at least as good as Korean Air.",Business,Economy Class,6,4,3,3,4,3,4,yes
china airlines,J Hasem,2019-10-10,"✅ Trip Verified |  Taipei to Vancouver. The onboard experience was fine. The problem with this airline is the ground customer service and code-share system. I have no idea why, but China Airlines would not allow me to select my seats in advance or even change my seats at check-in. It seems that some tickets simply do not have an online check-in or seat selection option. You are forced to get to the check-in desk when it opens (about 3hrs before a flight) and try to get them to change the seat they assign to you. This creates a mad rush at check-in, and a strong likely-hood of not sitting with your companion and getting the middle seat. This is exactly what happened to me in Taipei. I flew in on a code-share flight with Vietnam Airlines. There was no online check-in option for the China Airlines portion of the flight. At check-in in Saigon, China Airlines automatically assigned my wife and me to two middle seats in different rows (not together). I asked the Vietnam Airlines agent if we could change the seat assignments, but they were unable to access seating for China Airlines. When I got to Taipei for the connection, I went to the China Airlines office to change the seats, and they said all seats were assigned and the flight was full, but that the boarding counter could probably do something. I went to the boarding gate, and they said they would make a note of this. I asked what that meant, and they said they would tell the stewardess. I asked what that meant, and they said the stewardess would look for spare seats. I asked why they couldn't see if there were any spare seats, and the boarding gate said they could, and there were none, 'but maybe someone would be too sick to fly'. There was no attempt to look for people that were willing to move from one seat to another to accommodate my wife and I sitting together. No effort what so ever, they just wanted to tell me they took my name. The boarding agents said it was a common problem that people could not check-in online or select their seats in advance. The boarding agents even laughed as I walked away. The problem is not just the boarding agents, its China Airlines inability to allow online check-in or seat selection on booking flights. I'm not sure why they don't have a system that would do this? Regardless, I will not fly with this airline again.",Couple Leisure,Economy Class,2,4,4,4,4,1,3,no
china airlines,P Kertil,2019-10-03,"✅ Trip Verified |  Vienna to Auckland via Taipei and Brisbane. I am very happy with the experience . I flew in Economy Class, at the height of 1,83m / 6ft I had enough legroom. Vienna to Taipei I was offered to change my original seat to a seat in a row which was completely free (I did manage to sleep a couple of hours on this flight as I could kind of lie down during the flight.) The remaining two flights were fully booked and if 3 men sit next to each other, there is not too much space in Economy class but it did not feel uncomfortable. The cabin crew was very friendly and the service was very good. I enjoyed the meals and the in-flight entertainment. The A350-900 is a great and modern airplane I can definitely recommend.",Solo Leisure,Economy Class,9,4,5,5,4,5,5,yes
china airlines,E Arreola,2019-09-08,"Not Verified |  Los Angeles to Jakarta via Taipei. Will never fly with China airlines again, flight attendants are rude no common courtesy, get into your personal space without warning no ""excuse me"" no nothing! Felt like a harrasment because I purchased a premium economy seats for my infant and have to argue back and forth about it because they didn't believe my 1,5 year old is not 2 years old, I bought 3 premium economy seats for my 2 kids and I but they only gave me 2 meals and not counting my other kid! Their excuse is they don't have infant food even tho I told them my 1,5 year old can eat anything, asking me to show my kid passport all the time because they thought my 1,5 year old is too big for her age. Told me to deflate my flytot even tho other passengers in economy class are allowed to using theirs, even after I deflated it they keep coming back and woken me up because they thought I was still using it! I have to literally show them I didn't use the flytot anymore!  Again I will never fly with China airlines ever again. The only reason I gave 2 stars for cabin service and not 1 star is because one of the flight attendant actually felt bad for keep asking me about my child. But out of 4 flights we've taken only 1 was bearable.",Family Leisure,Premium Economy,3,3,2,3,4,3,2,no
china airlines,G Han,2019-08-26,"✅ Trip Verified |  Taipei to Beijing return. The inbound flight was delayed over one hour. The customer service in Beijing offered passengers snacks and soft drinks. Overall, the service was very nice. Seats are comfortable. I enjoyed both flights.",Solo Leisure,Economy Class,8,5,5,5,3,4,4,yes
china airlines,W Gordon,2019-08-24,"✅ Trip Verified | We flew Brisbane to London Gatwick via Taipei and return with China Airlines. We weren’t delayed on any of the flights there or back. Blankets, pillows were waiting for us when we boarded. On the longer legs (Taipei - Gatwick & Gatwick - Taipei) amenity kits were provided (we were in economy!) so that was a nice little extra. The seats were not comfortable at all which is a shame and the food was a little disappointing. The cabin service was alright. Would recommend for the price. They were the cheapest tickets at the time of booking.",Family Leisure,Economy Class,7,2,4,3,4,3,4,yes
china airlines,C Barkanas,2019-08-19,"✅ Trip Verified |  China Airlines has the worst customer service and support. We booked a round trip from Singapore to Vancouver last week. Our flight got cancelled due to a typhoon in Taipei and we got to know of it just a day before we were suppose to fly. There was no way to reach out to the airlines - no helpline 24*7. It was a struggle to contact the airline and we wrote on their Facebook page on which they responded. They asked to wait and asked to visit the airport next day morning. Got there early morning and they blatantly said they can’t do anything! Flight is cancelled and no replacement to fly. We were told there is one flight which was on very short notice and we coudnt have possibly taken it! With no way out we booked another flight to do our trip paying a lot more extra. We reached Vancouver and were continuously getting messages from China Airlines for our return flight which made us comfortable that our outgoing flight is on! To our horror, we were stopped from boarding the flight! And then came in the China Airlines supervisor who broke some news to us which none bothered to convey till then by the airlines. First he said if you board the flight you can’t get refund for the incoming flight which we technically did use. Yes, we couldn't use because you cancelled the flight and did not give any backup flight to the helpless customer. None of the customer service people at the airport told us about the refund and cancellation in such scenarios. Zero communication. The supervisor blatantly asked to decide whether to board and forget the refund for one way or buy another ticket and take a full refund. We were aghast. This isn’t just a monetary situation but a big mental pressure for someone travelling with family. The airline showed no sympathy towards the child too. To convey the same we went to one of the representatives and they kinda looked lost had no idea and then directed us to someone else, laughing at out back. This is ridiculous and shows the airline lacks basic human courtesy! A little later the supervisor came and said That we can't board the flight altogether! Since the ticket stands null and void! None from the airlines conveyed us till now and instead we were getting all flight updates on messages. Is it a technical problem that your system shows customer wrong information and you the right information? We coudnt sleep looking for another pocket friendly Flight to go Home and hotel to stay. Who’s to be blamed? We may forget the financial loss but the mental agony China Airlines has caused is beyond words.",Family Leisure,Economy Class,1,1,1,,,1,1,no
china airlines,C Jones,2019-08-19,"✅ Trip Verified | Frankfurt to Brisbane via Taipei. Extremely good experience! Firstly terrific value for money as this similar trip with Turkish Airlines or Singapore Airlines was going to cost over double the price of China Airlines! Ground staff were helpful and efficient, lounge in Taipei was great and cabin crew service was friendly yet not overbearing. The food on all sectors was terrific with plenty of variety in the meals across all 4 sectors - I always chose to eat rather than sleep since I didn't want to miss the meal! Seats are very comfortable and happily got all the sleep I could. Both the B777 and A350 were enjoyable although the A350 is the newer and better product. I was worried about my bags as I also had a flight before Frankfurt but both bags happily made it through all 6 flights without being lost or damaged. Only negatives are that the entertainment system is a bit limited with about 50% of the movies in English with few of them particularly recent and the selection is poorly organised, especially compared to someone like Emirates, but in Business Class it was easy to sleep rather than watch a movie - this would be a bigger problem in Economy where it's harder to get good sleep. Also their flight schedule can lead to some long transit layovers in Taipei and they make too many announcements in the lounge, which was especially unnecessary when a small delay of 20 minutes on my flight was communicated to me via text, email and a lounge attendant even came and found me personally to let me know! So many announcements affected the atmosphere a bit and made it hard to rest. Definitely recommended with a terrific value for money in Business Class and a great product and service.",Solo Leisure,Business Class,9,5,5,5,3,5,5,yes
china airlines,Betty Hill,2019-08-15,"✅ Trip Verified |  I booked round-trip flight from LAX to Bangkok via Taipei for January 2020. Since the time I booked the flight 5 months ago, the flight times were changed at least 5 times. The latest arrival time is much later than the original arrival time which created a problem for my plans. I cancelled the fight but was charged $200 cancellation fee ($100 for each person in the booking). Since my cancellation was due to China Airline’s change of schedule, the $200 cancellation fee should be waived. But China Airline refused to refund. ",Couple Leisure,Premium Economy,1,,,,,,1,no
china airlines,B Larnezzi,2019-08-15,"✅ Trip Verified |  Denpasar to Rome via Taipei. The first leg on our return journey (DPS-TPE) was by an old 747- 400: the aircraft was pretty rundown, with a bad smell and very narrow seats; the old IFE didn't work properly and FA tried to reboot the system multiple times but my personal screen didn't work properly. Food average. The second leg (TPE-FCO) was a different story: the A350 is a great plane : plenty of space, great IFE and I could stretch my legs and sleep almost the whole flight, wonderful mood lights and smiling FA made this 13 hours journey very pleasant.",Couple Leisure,Economy Class,9,5,4,3,4,5,5,yes
china airlines,Albany Wong,2019-08-08,"✅ Trip Verified |  Melbourne to Bangkok via Taipei return. All 4 flights  were nothing short of exemplary, operated by an A350, which is much quieter and noticeably reduces jet lag. The crew on all my flights were friendly, professional and very safety conscious. Meal service was prompt and with a smile, and the crew were polite and friendly. I ordered several drinks and requested a toothbrush and an adapter and all were delivered quickly. They passed out hot towels for economy class passengers which is a much-appreciated gesture. During the overnight flight staff often passed through the cabin with water and juice, and kept the toilets clean. My flight back to Melbourne was delayed by 8 hours and we were provided accommodation at the Novotel near Taipei airport and they organised a shuttle bus to take us back to the airport in the morning, I found the ground staff at Taipei airport to be friendly and customer focused. The onboard entertainment system is easy to navigate and had many new releases and TV shows to choose from. The only aspect that could be improved is their food options, I found most of my meals to be lacking flavor, however they did offer an ice cream bar and a bread roll with all meals. Staff offer a selection of juice soft drinks, wine and coffee/Chinese tea with the meal service. I would not hesitate to fly with them again, in fact I found their service to be superior to Cathay Pacific and Malaysia Airlines and would recommend China Airlines without hesitation.",Solo Leisure,Economy Class,9,4,5,4,5,5,5,yes
china airlines,K Hun,2019-08-02,"✅ Trip Verified |  Taipei to Vancouver. Relatively new A350 with comfortable seats and nice 11"" IFE screen with USB and power outlet. The back seat design lacks enough forethought in not making available slots for tablets and mobile phones and a hook for small items to hang. Having said that there is good legroom space. The entertainment choice is still limited. The flight crew service was better than the ICN-TPE leg but they lack the courteousness that other Asian airlines are known for. One example, one flight attendant told a passenger to bring the seat back upright for a meal. She was quite rude and abrupt. For a Chinese her manner would have been viewed as a typical request, but as a flight attendant serving passengers of various nationalities, that would not be acceptable. She looked as if she was one of the more senior member of the flight crew. The food was still below average and the flight attendants were once again rushing through the meal service offering coffee and tea even though passengers had not finished the main meal. Overall, they lack the expected attention to detail and professionalism to compete effectively with other airlines. The excellent hardware, ie. the plane, is let down by the subpar flight crew service.",Couple Leisure,Economy Class,7,4,3,3,3,3,4,yes
china airlines,K Hun,2019-08-02,"✅ Trip Verified |  Seoul Incheon to Taipei. The flight crew lacks the polish and professionalism of some airlines. The meal service was rushed with coffee and tea being offered even before most could finish the meal and in a rushed manner that if you were not paying attention you would have missed them. The IFE is an old outdated 6.5"" touch screen that is due for an update with relatively limited choice of entertainment. The pillows and blankets were not separately packaged raising questions of possible sanitation. The food quality is below average. One thing that is going for China Airlines is their fare which tends to be cheaper than others.",Couple Leisure,Economy Class,6,3,3,3,2,3,3,yes
china airlines,C Garmin,2019-07-29,"✅ Trip Verified |  Manila to Vancouver via Taipei. My overall experience is okay. Needs further improvement on the audio. Also, the food should be improved, aesthetically and by flavor. Our taste buds aren’t much functional when in high altitude, so it is a must that aroma and flavor of the food compliments each other, or else, all of the food will just taste all pretty much the same. I had a bad experience in my baggage when the ground steward in Manila told me that my baggage will go straight to Saskatoon (my final destination), and not to be picked up in Vancouver. Since I was a new flyer, I didn’t know much of this. I even clarified (twice) with the steward if I will be picking it up in Saskatoon or Vancouver, and he kept on saying that it’s gonna be in Saskatoon. But when I arrived in Saskatoon, my baggage wasn’t there. So much inconvenience on my part. They need to have well-trained and knowledgeable staff when it comes to these types of situation, or a mentor should be around in this case. With this, I don’t know if I will fly with China Airlines anymore.",Solo Leisure,Economy Class,5,3,4,2,5,1,2,no
china airlines,O Pope,2019-07-26,"Not Verified |  Taipei to San Francisco. Overall experience is fine. The worst part is at the check-in counter they always ask you to show the credit card used for purchasing the ticket. When I purchased tickets for my kids and they travel alone, they almost got stranded at the airport and couldn’t get on the flight",Business,Business Class,6,4,4,3,3,3,3,no
china airlines,N Huang,2019-07-24,"✅ Trip Verified |  Frankfurt to Hanoi via Taipei. Amazing cabin crew. They are professional, caring and nice. Updated in-flight entertainment programme. Food is fairly good. They serve ice-cream for lunch.",Solo Leisure,Economy Class,10,4,5,5,3,4,5,yes
china airlines,Michael Little,2019-07-07,"✅ Trip Verified |  Melbourne to Osaka via Taipei, returning from Sapporo. Overall China Airlines offers a decent Business Class at a reasonable fare. Both check-in processes were efficient and friendly. The lounges in Melbourne, Taipei and Sapporo were comfortable without being luxurious - good spaces to relax, with pleasant food and drink options. On board, the seats turned into nice lie-flat beds, the main downside being a lack of storage space around the seats. The crews were hardworking, polite and generally friendly. Only soft drinks were offered as a welcome, but there was a reasonable wine and spirits list. My vegetarian meals were fine but not adventurous. No amenities kits were provided, and there were no toothbrushes/paste provided in the toilets -- a sign of some cutting of corners in this product. Three flights operated punctually, one was delayed 30 minutes due to ""ground handling issues"". Taipei is quite an easy transfer point, with good signage and friendly staff.",Solo Leisure,Business Class,7,4,4,4,,5,5,yes
china airlines,John Bucci,2019-07-03,"✅ Trip Verified |  Brisbane to Taipei. Originally I was booked on EVA Air, but about a week before my flight in late June 2019 they went on strike with a number of flights cancelled and I was changed to this flight about a week before my departure. EVA operates an A330 with 2-2-2 in business class on this route but China Airlines operates an A350-900 with a 1-2-1 and what a stunning cabin this is probably the nicest business class cabin I have travelled. With a late departure around 2250 from Brisbane and an arrival into Taipei at 0545 the next morning with just under 9 hours in the air the quick meal service on departure was well organized and excellent quality which left a reasonable amount of time for some sleep before breakfast before arrival in Taipei. The seat on this plane is fantastic with plenty of storage a great screen and a very sturdy table that pulls out from under the screen and always have a little part exposed so is always a handy shelf at anytime. The finishes that they have used seem to be of a really high quality with my 16 month old plane looking like it was on its first flight. No pyjamas are provided but slippers and a nice amenity kit are. ",Solo Leisure,Business Class,9,5,5,5,4,5,4,yes
china airlines,G Balurne,2019-05-31,"✅ Trip Verified |  Sydney to London via Taipei. The walking aisle was no bigger than for 1 person (like planes in short flights), therefore it was not possible to stretch your legs, and in the flight London - Sydney you really need it. I would not recommend this company for more than 4 hr flight max. The food was very boring, pretty much all the same - rice with something. I was woken up by staff in the middle of the flight and ask to move to my original seat even I was already there, I showed my ticked, however the staff didn't apologise me. Very upsetting when it is very hard to fall in sleep in the very uncomfortable flight, but instead of enjoying it you been woken up. ",Couple Leisure,Economy Class,2,1,1,3,3,1,2,no
china airlines,L Sulingh,2019-05-30,✅ Trip Verified |  Delhi to Taipei. Service excellent and staff were professional. Food was far better than expected. The plane was very comfortable and quiet. After 8 hours plus of travel arrived to Taipei Flights seem to go quick.,Solo Leisure,Economy Class,10,5,5,5,,5,5,yes
