airline_name,author,date,content,type_traveller,cabin_flown,overall_rating,seat_comfort_rating,cabin_staff_rating,food_beverages_rating,inflight_entertainment_rating,ground_service_rating,value_money_rating,recommended
xiamen airlines,Stephanie Adrianzen,2019-06-14,"✅ Trip Verified |  Xiamen to Los Angeles. It was the worst experience ever. We had 2 flights, the one we did not take which was Chengdu to Xiamen and then Xiamen to LA. The persons who dealt with us were extremely rude. Saying we could not take our flight to LA because we missed the Chengdu flight. They told us it was not their problem and if we wanted to leave the airport we would have to pay almost one thousand dollars. The flight was not even full. We were on time at the check in and they treated us badly. I would never flight on that airline again.",Couple Leisure,Economy Class,1,1,2,,,1,1,no
xiamen airlines,P Garlov,2019-05-31,"✅ Trip Verified |  I had 4 flights with Xiamen Air during one trip. First flight (Guiyang-Fuzhou) was delayed for an hour. 2nd flight (Fuzhou - Kuala Lumpur) was fine and with no problem. 3rd flight (Kuala Lumpur - Fuzhou) was delayed for two hours, 4th flight (Fuzhou - Guiyang) was cancelled. They replaced last flight with the flight next morning (provided transfer and hotel) and this flight is delayed too! Right now we're sitting inside the airplane and waiting for the info on how long delay is. Each time their excuse was - air traffic. That's all unbelievably awful!",Solo Leisure,Economy Class,1,3,3,2,2,2,1,no
xiamen airlines,Anna Kwiatkowska,2019-05-22,"Not Verified |  Amsterdam to Taipei via Xiamen. The airline left my luggage behind in Amsterdam when I had one of the transfers, probably due to short time to change planes. The beginning was fine- they took all the details, they knew exactly where my luggage was left, so they looked very professional. I could not be at home at the time they had scheduled the courier to arrive, so I asked if the luggage can be delivered at a specific time, which was still within their working hours. They agreed to that. The courier has not arrived. They did not leave any message about that. Then, the next day when I called, they were surprised the luggage was not delivered, and they asked me to wait at home all day (9am-5pm) to receive the courier, despite I mentioned I need to go out and get something to eat. My friend who speaks Chinese called, and my luggage will not be delivered today. The staff has misinformed me and I would have waited in vain all day sitting in the flat. At one point one staff member because he did not seem to understand what I am saying just hang me up. Before the flight, I also send an inquiry, and they did not answer at all. Thus, the airline completely lacks communication. Otherwise, the flight is well-attended, 2 hot meals and one breakfast for 10.5 hour flight, and comfortable seats.",Business,Economy Class,2,3,4,4,2,1,3,no
xiamen airlines,B Keane,2019-04-17,"✅ Trip Verified |  Chongqing to Xiamen. An airline that would be for the Chinese people not others, we had two flights with them Chongqing to Xiamen then on to Ho Chi Min. Both flights had delays of over an hour, food was pretty bad, although some English spoken it wasn’t understandable.",Couple Leisure,Economy Class,3,2,2,1,1,3,2,no
xiamen airlines,D Vale,2019-03-29,"✅ Trip Verified |  Just finished a round trip LAX - Qingdao - xiamen - Taipei. The return trip didn't involve Qingdao. I picked this airline because it was cheaper than China and Eva air. There were actually even cheaper fares with Air China and China eastern but I refuse to fly with them due to the horrendous reviews. 787 for the Long haul were nice. Planes were fairly new. Good amount of pitch. Movie selections were limited but adequate. Food was terrible for our taste. The kids meal for my 11 year old was also mostly inedible. Service was great however. Flight attendants had great attitude and seemed to be working nonstop. 737 between Xiamen and Taipei was old and dirty. Don't understand why they would also offer a meal for such a short flight. I hate wasting food but couldn't eat that one either. Transit at Qingdao was confusing. We were given the wrong arrival cards twice so had to rewrite them 3 times. Transit hotel in Xiamen was free for our 8 hour layover. Hotel was not in good shape. I would rate it 2.5 star. On our return trip, we took the hotel option again and asked if we could pay extra for a better hotel. He said no and insisted to give us 3 rooms for the 5 of us. Then he entered in one of the names wrong on the reservation. I now have some personal information of some guy named Dustin. The hotel this time is a different. Not as bad, maybe a 3.5 star. But both hotels didn't have non-smoking rooms. I overheard another guest requesting a non-smoking room and was rudely told to come back down and ask for another room she didn't like the room. We don't think we'll fly Xiamen again. Layover in Xiamen would be nice if the city had much to offer. ",Family Leisure,Economy Class,3,5,5,1,3,5,5,no
xiamen airlines,William Van Smoorenburg,2019-03-23,✅ Trip Verified |  Bangkok to Los Angeles via Xiamen. My wife was not allowed to board the plane on March 14. They would not work with us at all on rebooking us or refunding ticket even though she arrived at airport 4 hours before scheduled boarding. She has Thailand Passport and so they would not allow her to fly through Xiamen. I had to scramble and book very expensive flight for that night through Philippine Airlines. I will never book with this company again!,Couple Leisure,Economy Class,1,,,,,1,1,no
xiamen airlines,G Kan,2019-03-21,✅ Trip Verified |  Singapore to Los Angeles via Xiamen. Enjoy when inside aircraft which clean and comfortable seat on Boeing 787-8. Plenty of food and drinks provided. The only problem when check in to the flight from Xiamen Airport to Singapore Changi Airport. Long queue as many other tour tourist line up. Ground handling spoil / damaged my baggage but Xiamen Airline replaced new baggage for me. ,Solo Leisure,Economy Class,10,5,5,4,3,1,5,yes
xiamen airlines,Steven Tang,2019-03-10,"✅ Trip Verified |  Ho chi Minh to Los Angeles via Xiamen. Good flight. Check in fast and easy Boarding. Meals and services was good. Clean aircraft offer bottle of water and peanuts before meal services.  Offer drinks entire the flights. Only things communications with cabin crew. If they know what you want they will help you. If not, they just ignore you. Transit in Xiamen they provide free hotels over 8 hours layover. If you are solo traveller try to pay extra because otherwise they will pair you with other travellers. You have to pay taxi. ",Solo Leisure,Economy Class,8,5,4,5,4,5,5,yes
xiamen airlines,Valeriya Borisova,2019-01-23,"Not Verified |  Los Angeles to Denpasar via Xiamen.  It was pretty clean cabin. I didn't like food at all. I am vegetarian, and system didn't allowed me to choose my food preference, when I called the company (24 prior my flight), they said it is too late. Also, system didn't let me to check in, I had to check in in the airport. What I hate most is on my way back to the States, I had go pro camera in my suitcase, which was stolen. I'm not going use this airline again.",Solo Leisure,Economy Class,1,3,2,1,3,1,2,no
xiamen airlines,E Li,2019-01-17,"✅ Trip Verified |  Dalian to Hong Kong via Fuzhou. The flights were both short, normal food, everything are normal and fine. The things I really appreciately are the transit service and cabin service for Skyteam ElitePlus members. From Dalian to Hong Kong there is no directly flight, but connecting with Xiamen airline with international flight, they offer free transit hotel if the flights are on a different day with 24 hours gap. The flight attendants come to say greetings to me, with a small water and newspaper. ",Business,Economy Class,8,3,5,3,1,5,5,yes
xiamen airlines,H Huang,2019-01-11,"✅ Trip Verified |  Xiamen to Ho Chi Minh. Great flight with cheap ticket. Legroom is comfortable, food is good and cabin crew is superb. Our flight is 252 usd for return flight from HCM to Shanghai via Xiamen Airport.",Couple Leisure,Economy Class,10,4,5,5,4,4,5,yes
xiamen airlines,Hian meng Tan,2019-01-03,"✅ Trip Verified |  Singapore to Shanghai via Fuzhou. While at Fuzhou, we were late at check in and was not allow to fly and miss the Fuzhou to Shanghai leg. Customer service at the airport did nothing to help except to tell us that the entire return ticket was invalid due to airline policy. We wrote to Xiamen airline to seek help to reinstate ticket and they take more than 3 days to reply and suggest we try our luck at the airport. Subsequently, we wechat Xiamen staff in china and was told that our flight is normal and we can check in. On the day, at Shanghai airport, we were told we were not allow to board. Overall, unhelpful and inefficient ground staff and confusing messages make this the last time we will travel with Xiamen air.",Couple Leisure,Economy Class,4,5,5,3,4,1,1,no
xiamen airlines,Mike Reeves,2018-12-04,"Not Verified |  Seattle to Manila via Xiamen. My wife and I planned a trip to the Philippines from Seattle and decided upon Xiamen Airlines Business Class. The routing was Seattle, Shenzen, Xiamen and Manila. We traveled late October 2018. The seating configuration in the Boeing 787, Business Class was 2-2-2. The seats were lay flat for sleeping, but unfortunately were leatherette covered which meant one would slide forward when seated upright due to the slippery covering. Lunch was served and I chose duck. This was the consistency of rubber and virtually inedible. The 12.5 hour flight was uneventful, however during this time the cabin staff barely checked on us. When they did, there was a distinct language problem. We couldn't understand them and they couldn't understand us! One would think when one is on a international flight a common understandable language should be used. When we arrived at Shenzen we had a layover of 2 hours during which time we had to clear Chinese Customs and Immigration. After this we had to wait in a departure lounge without being told anything about our next flight leg. There were about 12 onward passengers waiting for the next leg. Eventually we were told our boarding gate and ETD. The flight to Xiamen was around 1 hour. After arrival we had to pick up our luggage and we went to the Xiamen Airlines counter to get a hotel voucher as we had 20 hour layover. Xiamen Airlines to not have a hotel bus or any means to transport us to the hotel. We had to change money to get a taxi. This was an effort in its own right. We did leave some of our baggage at the left luggage office at the airport, which helped. The next day we caught a taxi back to the airport. We go through security on entry to the airport before checking in for our flight to Manila. I should mention that boarding to Manila like the short leg for Shenzen was chaos. No boarding by class or seating, just go for it! Service on board was almost like a domestic flight, again a language problem. We arrive in Manila after almost 36 hours after leaving Seattle. It was nice to experience the friendliness of Philippine Customs and Immigration. The return from Manila to Seattle every bit as bad as when we arrived late (11:30pm) in Xiamen we had to clear customs and immigration and by the time that happened it was around 2am banks were closed and we had now money for a taxi to the hotel we finally change $20 with a Xiamen Airline staff member and got to the hotel around 2:30 am. We were again routed via Shenzen and had to go through immigration and carry ALL bags through security. The flight back was slightly better, but there was still the language barrier. All in all the Xiamen Airlines experience was poor. The airline should make sure the cabin staff have sufficient English to carry out a basic conversation. The airline should upgrade all staff to a level of what is expected from a good international airline. At the moment they are a 3rd rate airline.",Couple Leisure,Business Class,2,2,1,3,2,1,2,no
xiamen airlines,E Kan,2018-12-03,"✅ Trip Verified |  Singapore to Vancouver via Xiamen. Note that my rating here is for XMN-YVR, not considering SIN-XMN, and not taking into account the visa issues at XMN. If you are not a holder of one of the 53 countries' passports that qualify for visa exemption by the Chinese government, then you need to apply for a visa before flying. XMN does not offer visa services at the airport. The main reason for the need of a visa is, XMN does not have a usual transit arrangement, which usually doesn't require you to go through immigration. At XMN, in order to transit, you have to go through immigration, which means you are entering China and then leaving China officially, just to transit between flights. This is why people transiting with passports that do not qualify for visa exemption have to apply for visa. If you are unsure, please make sure you email your local Xiamen Air representatives to check. Regarding SIN-XMN, it was below average. It was an older aircraft, without individual IFE system. The stewardesses were willing to help and respond to demands, but they were typically brisk and curt with their responses. Food was okay, not remarkable. XMN-YVR was excellent. The economy seat was comfortable, and leg room was good. Food was excellent and more than sufficient. In fact, the stewardesses made rounds between meals to ask if people wanted snacks, like bread rolls, sandwiches, or peanuts. The stewardesses were very friendly and approachable, very willing to help the passengers. It is unfortunate that their command of the English language is below average, but if you speak Mandarin, then you are fine. All in, it was an excellent flight at a very cheap price. I think, if you are travelling on Xiamen Air's Boeing 787, then there is a good chance that your flight will be a very good one. But if you are travelling on Xiamen Air's older aircraft, then you may not get to experience the better side of the airline. Finally, there is no online check-in services for international flights for Xiamen Air. You can choose your seats only if you spend some money. Otherwise, you have to request for your seat at the counter at the airport. So, if you want to choose your seats, either pay for it, or go to the airport and check in early (I went 2.5hr before flight) to get the seats that you want.",Solo Leisure,Economy Class,8,5,4,4,4,3,5,yes
xiamen airlines,J Hee,2018-11-28,"✅ Trip Verified |  Kuala Lumpur to Xiamen. The aircraft offers basic comfort and only overhead entertainment. I was impressed by the crew service - they were polite to the elderly folks onboard, checking on them and offering them blanket and pillow. The food is very local and tasty Chinese food, which I enjoyed. I will fly Xiamen Airlines again.",Solo Leisure,Economy Class,9,4,5,5,1,3,4,yes
xiamen airlines,Francis Wong,2018-11-17,"✅ Trip Verified |  Hong Kong to Wuyishan. It's a leisure trip to visit the homeland of tea: Wuyishan, Fujian province. Xiamen Airlines does a twice weekly direct flight from Hong Kong. They deploy a small 737 aircraft. Similar to Malaysia airlines when using this small aircraft, 4 cabin crew work tirelessly to keep the journey smooth and comfortable. With one aisle and 3x3 seating, the pitch is quite comfortable. A simple hot meal (in the style of a bento box) is served, and is sufficient for a short 90 minutes journey. 2 rounds of drinks is a nice touch. Seat has no power outlet or personal, we were provided visual entertainment in the form of overhead TV, with mainly Chinese program. Luckily, since January, mobile phones in flight mode are now allowed to be used on board. So you can still listen to your favourite music, or watch your own videos etc., on your phone or tablets. That really help kill time. If there is one complaint, it's the excessively warm cabin temperature. I am impressed by this airline. I wouldn't mind trying them for long haul flights in future.",Solo Leisure,Economy Class,8,4,4,3,,4,4,yes
xiamen airlines,C Kan,2018-11-14,✅ Trip Verified | Sydney to Fuzhou. The service in flight was good. The food was fantastic compare to Air China. Too many peoples onboard during the flight. We had to wait when we arrived Xiamen.,Family Leisure,Economy Class,8,4,5,5,3,4,4,yes
xiamen airlines,Phuong Ngoc Le,2018-11-13,"✅ Trip Verified | In my entire life of flying cheap, this is the first airline to ever make me cry, out of frustration and feeling beaten up. Not once, but twice. Booked a trip from Sydney to Fuzhou via Kunming. I arrived at Sydney airport only to find out that my Fuzhou - Kunming has been changed (amusingly and amazingly) to earlier than my flight from Sydney. Talked to service desk, couldn't help, gave me a number to call. Called all the numbers he gave, none worked. Went on Google and called the number online. They speak Chinese in their automated voicing system. I had to get the guy from the service desk to go through it for me. Eventually answered but staff was so slow and gentle (my flight was in 2h). He tried to book my connecting flight 2 days later. I was crying so much, begging him that we have schedules booked and everyone will leave me behind. I don't speak Chinese and I don't know anyone. Finally managed to find me a flight the next morning. Put me on hold. Came back half an hour later saying their system crashed. Told me he couldn't help anymore, and that I have to hang up and call back and go through the line again. It was 1h before my flight and I still couldn't get my flight confirmed. I was crying so much that the guy at the service desk told me to charge some international calling on my phone and then he helped me call the airline in China. They got it sorted out in like 15min. I went through everything, got to the gate and my flight was annouced delay. For the return flight I went to the airport at 4am for my flight back at 7am. The girl at check in counter gave me 5 words of horror : ""We can't find your flight"" Turned out flight was cancelled (ah yes again) and have to take the one 5 hours later. Fine. Waited a few hours, went to check in again. This time there were 5 other words of horror: ""Your passport number is incorrect."" Uhm... Sorry? Double checked my booking. My passport was entered correctly. So imagine being by yourself, running around China airport trying to get this sorted when they don't speak English. No, seriously, save yourself the trouble and never fly with this airline. No matter how good their in-flight service is, it can't compensate all the time and emotions I have wasted on this. Never again. Period. I'm cheap but this is way beyond imagination. I am now making sure non of my friends or family is flying with them.",Solo Leisure,Economy Class,1,1,1,,,1,1,no
xiamen airlines,L Chan,2018-11-04,"✅ Trip Verified |  Cebu to Xiamen return. Economy: food OK service okay but no personal TV. Business class: food OK service good but still  no personal tv, I was given an ipad to watch movies.",Family Leisure,Business Class,3,3,3,3,1,3,3,no
xiamen airlines,N Keale,2018-11-01,"✅ Trip Verified |  Los Angeles to Manila via Qingdao. Most impressed. Better than any Delta or United flight I've ever used.  I was fed many times and received respectful treatment. I was particularly impressed by Xiamen airport. The view from the taxi port was as stunning as a ranked wonder of the world. LAX was particularly unremarkable. For an international airport it was just pathetic. Maybe 40 years ago LAX's art deco design was charming, but it just looks like a roadside tourist trap now. Doesn't even have usable wifi or updated drinking fountains.",Solo Leisure,Economy Class,10,4,5,5,5,5,5,yes
xiamen airlines,S Wang,2018-09-10,"✅ Trip Verified |  Beijing to Fuzhou, and the experience is not good at all. It disappointed me a lot. I have to admit the food & beverage are decent. But I got cold before the flight so I tried to ask for a blanket from the cabin crew. The lady was not so nice and showed obvious impatience for such normal request; she told me she will remember but she never got back to me. The AC was strong and I had to suffer it for 3hrs.If possible, I will try to avoid Xiamen Airlines and also not recommend my friends to take it.",Business,Economy Class,3,4,1,4,3,4,3,no
xiamen airlines,H Keale,2018-08-20,✅ Trip Verified |  Vancouver to Manila via Xiamen. Horrible service and no English. They lost my bags and didn't give compensation. 15% refund on being refused boarding without a reason. Worst airline. They pretend they can't understand English and care less about foreign travellers. Intentionally belligerent towards us.,Family Leisure,Economy Class,1,1,1,1,1,1,1,no
xiamen airlines,Jack Whiteley,2018-08-03,✅ Trip Verified |  Xiamen to Guangzhou. Whilst it was an old aircraft it was very comfortable and clean. The crew were lovely and for a short flight the food was very good. The facilities at Xiamen airport are mostly supplied by the airline and are first class.,Business,Economy Class,9,5,5,5,,5,3,yes
xiamen airlines,L Kalyava,2018-07-06,"✅ Trip Verified |  Los Angeles to Bangkok via Xiamen. This airline is the biggest scam! I booked a flight from Los Angeles to Bangkok with three hours layover in Xiamen city. At the airport I was told that I can’t use Xiamen airlines because I don’t have Chinese transit visa. Xiamen airport does not have transit area for transit passengers so everyone has to go through customs, get out of the airport, and then walk back in to check in for the next flight. Be advised, you can’t get out of the airport unless you have Chinese visa. I have never heard that you need to get a transit visa for couple of hours layover. I was told to cancel my round trip with Xiamen airlines and get a refund. After 6-7 hrs of phone calls with the airline, I was issued 15% refund of the total cost. The agent explained that somehow my outbound ticket was activated (I flew with a different airline but they still activated my ticket!) and the “activated” ticket was 85% of the cost and I’m only getting 15% refund for the return flight. Don’t be fulled by this airlines! There is a reason they offer cheaper prices... they will streal your money and you will end up paying double.",Solo Leisure,Economy Class,1,,,,,,1,no
xiamen airlines,Radek Matejka,2018-06-05,"✅ Trip Verified |  Hong Kong to Xian via Xiamen. I had to book Xiamen Airlines because I would have to have an extra day in Hong Kong, so decided to stay in Xiamen over night. The flight was first delayed 1 hour then 2 and the 3:55 that’s almost 4 hours and another airlines flight to Xiamen went through so it was not the weather that caused the delay, by the time the third delay appeared on the board it was too late to cancel my hotel booking and get a refund, once I got out at Xiamen airport I had only two hours between my flight and next flight check-in, I first asked for a compensation, they said sorry, then later I asked for a hotel refund since clearly this was their mess up that led me to the mess up, also denied, then was told that the airport free hotel had no place and the lounges wouldn’t open for another two hours, will have to take my next flight soon and will have to have a sit down with a manager of some sort, of this is how they run their business I would stay clear of Xiamen Airlines and be careful considering to booking a ticket with them especially involving a non direct location.",Family Leisure,Economy Class,1,3,2,2,2,1,1,no
xiamen airlines,P Cardo,2018-05-10,"✅ Trip Verified |  Los Angeles to Seoul via Xiamen. We booked this airline because 3 of us could go round trip for the price of 1 major carrier! Such a deal - R/T LAX to ICN (Seoul Korea) for $450 per person!  If you are not Asian or don't like Asian food - please pack your own food. Found this airline to be just as professional, efficient, and friendly to fly with. Our flight did have to go thru 2 Chinese ports of entry (Qingdao & Xiamen). The flight was very comfortable due to the new airplane (Boeing 787-9). I noticed the increased air pressure (6000 ft elevation) and increased humidity did not dry me out and felt good at the end of 14 hours in flight. The flight staff was very courteous, attentive, and tried their best with English but Google translate came in handy to communicate. Wifi was available but not very good - too many people using it and not enough bandwidth for streaming. Food was good - 2 hot meals and 2 cold snacks in-between kept you full and satisfied. Very Chinese cuisines on all 4 legs of the flight (2 international, 2 domestic). Just remember, the airline is Chinese and therefore will serve Chinese food - don't expect Panda Express type food like the US. The food is primarily pork based with some fish, chicken or beef offering. If you elect vegetarian or muslim or any other special needs food, make sure you request this 24 hours before your flight. I saw some western folks unhappy with seeing unfamiliar Chinese food being served on a Chinese airline - I had to chuckle watching them eat the bread and desert for their meals. The only issue which is not the airline's fault was going thru Chinese immigration. We did not have a Chinese visa which is normally required for landing in China, but 50+ countries can ""transit"" thru China if you can prove your final destination is outside of China. The government issues a temporary transit visa for those that are going thru the country - it's good for 24 hours. At our 2 hr layover for refueling, Qingdao was the worst - they scrutinized and held up the entire non Chinese group of passengers looking for errors & past problems. They pulled 2 passengers out of the group for failing to register with a local Chinese police agency the last time they were in China. Military uniformed people surrounded them making you feel like you are in a communist country.... The airline staff was very good at preparing you for Chinese immigration - having your itinerary with you, boarding pass with correct name spelled, etc. Landing at Xiamen was much easier and nicer immigration folks. We even had time to visit the First class airport lounge using our Amex Plat card. Return trip was good and we even had an overnight layover and the airline provided a hotel for the night at no cost which was nice. We did have to pay the taxi rides both ways so remember to bring some Chinese Yuan (RMB) currency. We got to also go on a tour of the city on a double decker sightseeing bus that took us all around the perimeter of the island. Overall, a very nice new and fresh airline to fly with for many Asian countries.",Family Leisure,Economy Class,10,5,5,5,5,5,5,yes
xiamen airlines,H Wong,2018-04-25,"✅ Trip Verified |  Kuala Lumpur to ShenYang via Xiamen. The crew was attentive, especially to the elderly Chinese on board, checking if they are comfortable and needs drink. Their food is very Chinese, and tasty. I like that they served steamed corn at the end. What I didn't like - lack of inseat entertainment. ",Solo Leisure,Economy Class,8,3,5,5,,3,4,yes
xiamen airlines,Geoff Brown,2018-04-22,"✅ Trip Verified |  Bangkok to Vancouver via Xiamen. Took a chance on a bargain fare and you get what you pay for. If over 6 Foot and 195 Lbs, you best get an Isle seat safety door or you’ll have no room to move. If you get stuck in a window seat you’ll never get out of your seat. Being a bargain flight they pack you in worse than a sardine tin! If you want to change your flight date be aware the airline charges $159.00 US plus, plus to change. My partner wished to change her flight to an alternate day and it was cheaper to buy a ticket with another carrier. Xiamen Airport is hideous and they charge almost $20 US fee to exchange any money and only 2 food stores take credit cards. A bowl of soup and a bottle of water costs about $25.00 US This airline is good for backpackers only. Spend a little more and fly another airline.",Couple Leisure,Economy Class,1,1,4,3,3,1,1,no
xiamen airlines,Shane Redding,2018-01-15,"✅ Trip Verified |  Manila to Los Angeles via Jingdiang / Quingdao. I have never taken the time to write a negative review in my life. Call me old fashioned, but I just do not care enough to complain online for other people to read. I booked a one way return flight on Xiamen a week or so ago from Manila to LAX with two layovers in China. I have flown with China Eastern, China Southern, Air China and China Airlines, so I thought nothing of it. Another pass through China and I would be in Los Angeles for my mothers birthday on the 16th. Upon arriving to the airport 2 hours early and checking in I was notified I could not board my flight because I didn't have proper clearance. I explained to the rep that I had no plans of entering CHINA and would only be passing through. Still not allowed. I explained I had been through China 4 times on layovers and never had an issue. Still not allowed. Long story short it took two hours arguing for the airlines to agree to a 30-60 day refund. It turns out Americans cant connect through their layover city so they are selling tickets that are unusable. No compensation. Just blank faced souless stares. Avoid this airline at all costs.",Solo Leisure,Premium Economy,1,,,,,1,1,no
