Id,SalePrice
738,107672.77816893047
741,115906.7985101137
743,18128.684914830403
745,99273.38782408877
750,143669.9997254659
756,93158.66018930226
757,138000.18131752175
758,153771.2746473463
760,92457.03519463347
765,139241.84188988598
775,132365.3896372285
776,129316.92547875212
780,169399.34473061108
783,217085.4940138489
790,109608.17223517026
795,73923.48370799473
796,141780.56399131348
797,141585.0144692405
798,111394.32483672358
804,214369.7546466639
805,221426.97552078456
806,228602.5113813875
808,125867.48390249202
814,183369.7828938449
818,255761.34823598497
821,268034.7629659157
822,308396.5646683723
825,273001.29929312057
827,243934.89313529886
830,208081.6072891969
834,235508.7797513188
835,174298.2874731974
842,140271.8835633177
845,210881.60044864047
852,212470.79474819658
857,146042.86107003537
858,135501.23820425558
859,135149.20019217403
860,125213.6110523649
861,114563.43919690652
864,247936.11407355155
868,201193.65141853745
869,206422.0908836363
872,259965.82271991874
873,227741.1083763014
885,104026.76901194098
890,114863.21770329881
895,79633.51349153083
899,55152.19119520155
906,136436.3647873905
918,165153.71327535243
923,151654.72962534142
925,141537.9243787842
927,156402.71629857188
932,228424.10901728412
933,125967.07494105038
934,157842.85027654286
942,95200.75044505797
947,242780.3567692956
948,249119.71587486292
951,148260.10123938322
957,437804.4183460871
958,293039.19498816656
959,205442.48198249008
963,205855.3833430024
967,229136.42744892393
968,332501.3827638634
971,168321.73499411254
972,158853.0839557095
976,97083.66546347298
978,80643.9030819709
979,100476.44224650238
984,115530.87917526808
986,154044.19938088654
991,195143.4825945675
996,194421.2297934033
1001,299282.8046587971
1007,211058.87342299044
1008,193548.842176722
1009,276954.862380226
1014,184367.6009483838
1022,224154.8567120192
1024,195712.63355973724
1027,133326.48427023322
1030,158091.76753837516
1032,157146.39023805573
1035,149682.2890810503
1042,104327.67377551606
1047,130237.9792870435
1050,109713.11495683188
1055,299738.96571450296
1059,371683.42060265015
1061,360097.5446906152
1064,419110.01936996507
1077,259791.10461469533
1081,226901.97930115997
1092,264498.9959214513
1093,195441.35789206793
1095,227209.72432791756
1099,310746.34697278833
1101,319083.7142725844
1103,316481.3116753957
1109,290592.97697524435
1112,225373.11494299158
1113,237917.72805964743
1114,244112.34291557892
1116,227789.30419264748
1117,217084.26378924388
1119,265612.6261232051
1121,208023.5917652592
1122,194571.8738725651
1125,258083.19156438182
1137,172326.64458068713
1142,201221.7702242813
1144,194102.81661881373
1145,192423.97269882617
1147,183713.44762115987
1148,191687.7784656289
1149,161389.3198057879
1150,127455.75464128939
1153,123089.30343370621
1154,105066.28583357013
1159,345825.31313311995
1161,180198.21440546797
1167,167338.68361316982
1171,258056.31425243756
1174,197128.7204990372
1188,176405.47998208125
1189,180002.37323344965
1191,147172.11033848213
1195,146353.39715995707
1199,174103.08036432925
1201,206749.66892219448
1204,200664.21660400394
1211,152438.11495750613
1214,163466.4170941932
1219,147843.09555224192
1220,59756.70830852163
1227,189651.48657063633
1229,216863.5235641909
1231,138761.2976105387
1234,225840.85685120546
1235,130678.44339412628
1239,166851.73886901632
1240,160248.68925136773
1241,176455.27894801277
1246,120681.52805952658
1249,179686.2929524285
1250,128169.17162010656
1252,138511.5378437075
1259,159563.6300778907
1267,134185.20501379375
1269,109809.60708909795
1270,134171.36855181807
1272,115646.04335196767
1274,133251.51581105712
1276,125843.82723932146
1279,133246.13577579398
1281,185619.1510721759
1286,153162.04474031331
1287,123700.0258068041
1290,78248.89521345493
1291,153185.09411462603
1297,166025.8858092019
1302,139822.79974985932
1303,33572.4991196598
1312,96269.6347857408
1315,131212.7457253718
1322,51978.85673500622
1327,98352.55990476074
1331,130887.04342166639
1333,124516.51057026305
1334,114793.24768519304
1336,112127.1533967648
1341,124005.1453759401
1344,92216.84687028962
1347,132923.7083376979
1348,170170.74043570922
1353,167650.61155328876
1355,142479.00050989166
1356,115645.02692945072
1357,149340.7749818798
1361,135114.12469060425
1364,117804.21929927162
1368,113210.53215741088
1369,99822.56887574203
1371,128708.05892643826
1373,124861.92702112984
1374,135523.6745525067
1387,138169.93920907943
1388,100400.86446217445
1392,152769.0037292671
1394,132021.29757399144
1406,142346.0901195141
1407,216607.87955529027
1408,141797.15844295692
1409,153765.42015236613
1411,150897.45171132142
1412,100626.52564256238
1413,147363.6771978863
1414,112466.16344342937
1425,239983.356568569
1430,171179.58607624425
1431,194335.20898894273
1435,208672.46967556755
1441,228340.87420462538
1444,229706.9147513804
1445,123338.91746299059
1446,139112.2576600258
1452,109308.85987012542
1453,105240.6171017458
1456,240590.68448556346
1457,234519.8995123426
1460,253663.1780530975
1463,252384.97084788396
1468,230550.09316613709
1471,207678.06971079248
1474,225508.1763998805
1475,197110.82357843133
1476,224991.30249403152
1478,207037.98156687026
1482,169489.35211984505
1483,169489.35211984505
1484,170529.45421256238
1485,173114.90923562707
1496,143896.56838516652
1497,135980.08932025463
1500,134000.73450572006
1506,114339.48710260048
1507,96255.01741682731
1509,110825.61190886727
1510,106645.37807699715
1513,103723.54214520355
1517,124715.32568746872
1518,170000.1532540605
1523,197286.84484979077
1524,167225.42343395166
1526,171715.09162318025
1529,228861.68780811032
1531,174240.55326184077
1535,136744.58183858672
1536,156825.8130134549
1538,319962.8267783917
1540,250462.21798245545
1543,129370.35791512721
1545,120834.64832353494
1546,115389.33566947175
1557,85615.5026211266
1558,96912.4621491526
1559,68524.08570134641
1563,256711.40047486784
1568,166369.81037267044
1571,352075.1420045784
1578,165101.12302607036
1579,220470.78997051143
1584,255713.98482685172
1586,304509.0609250765
1604,125073.60034926477
1606,135995.8726761257
1610,168593.86441134443
1611,167227.76996054623
1618,157281.4090775921
1623,188331.47863995767
1624,191862.79898369056
1628,198396.76754636693
1633,291471.9149023456
1645,157193.61999340556
1649,230919.41488272802
1652,158128.1944702884
1653,166024.0610439771
1656,150176.4906677486
1662,189261.84010088432
1668,113079.56677387875
1670,98712.90371006433
1672,107303.70299799585
1673,148178.4955075094
1674,179100.14975811268
1677,112886.8735449183
1678,131386.47505232767
1679,102654.76918092727
1685,351078.6846288128
1692,387077.82235187414
1693,329817.14206383564
1696,399004.58113215945
1709,337458.652458139
1711,323170.43276623887
1717,245943.59697383075
1718,247327.9324949384
1721,264314.3171840168
1722,259114.88663039604
1725,319835.536554907
1726,258581.66287055478
1730,194791.2357669485
1731,182039.78007034576
1733,206492.5395243112
1737,191409.59564998138
1746,241729.4456988299
1747,201810.70921391176
1748,213091.36482074263
1749,221448.18510610476
1760,170785.0618449924
1761,436689.85384880134
1762,344012.8316647231
1768,463365.5463502429
1769,265457.58450276405
1770,312742.9573608873
1776,193465.67176617248
1781,340142.5637779938
1785,277934.83825317794
1792,216076.756288102
1798,247550.51355574583
1812,187096.656520995
1814,219547.1651614727
1817,136140.75374677934
1818,173198.4495979125
1822,141612.79518728997
1823,111581.83085846956
1829,253100.2356874203
1838,192924.9546248096
1845,188195.99975306197
1851,188473.13478350526
1855,271542.8681314343
1856,176658.7083112625
1858,219077.63747386658
1865,214603.82123089678
1866,152400.5228511364
1867,167293.75001740703
1868,196749.90768988983
1876,136454.96696840244
1878,148649.23066486034
1879,153922.86594409397
1882,132402.66957425466
1883,120879.42198075689
1887,96664.98406018892
1895,153475.76328004207
1898,162000.32076189434
1904,48298.9061952199
1908,166656.41405571162
1917,148148.99289630356
1918,115395.25864163571
1920,133768.10295581495
1922,122789.27216045707
1923,155920.4737448293
1931,148822.73298166873
1935,142480.12862918642
1936,131739.2422211605
1939,136635.91934333963
1943,121466.90750088921
1944,127776.04614616683
1946,223043.18348306534
1952,102839.34470111839
1954,105658.96185946162
1958,135598.15434550605
1964,142849.87278645317
1966,133788.54537808293
1969,104090.9706265302
1977,98518.82037420898
1980,87363.34837214663
1984,121352.54756633996
1985,80072.6273184724
1988,96548.72140096793
1989,122831.73313586623
1991,147528.10824655963
1992,126408.57560894411
1997,132603.96358949886
1999,189255.2609874964
2003,105331.66366569742
2005,113977.41768193568
2010,112256.65113694759
2012,131396.45780796206
2016,120976.64742266427
2017,129896.09551451061
2022,157840.19630503756
2023,161453.99217634686
2035,143802.2895001925
2036,197756.48323107293
2040,107823.782953888
2042,148794.18428951927
2043,84667.283724407
2055,130985.66143185817
2056,107052.0190078578
2059,108905.80542010115
2064,131636.9312379741
2066,203855.22102823766
2070,162009.36502273736
2071,77699.25983927384
2078,214533.19483416187
2080,142342.02136681534
2085,118250.44898626918
2089,121394.91227580237
2090,187684.6167314643
2092,246354.3251383488
2094,236273.94144553013
2095,217652.12642951892
2098,311357.5441170775
2099,244471.780364382
2103,245466.81219392215
2120,143873.68482793827
2122,187433.32580321096
2123,175467.83684743254
2134,208403.69511907603
2135,122742.20921052172
2136,136197.8799133925
2143,155696.38932776093
2145,272461.1324571918
2146,242709.32424364553
2148,205961.54679142794
2155,270804.4590361053
2156,265808.45547739335
2157,161353.66293629986
2159,216935.38935207302
2161,196317.26342629903
2164,200922.32639974583
2165,186716.94016178526
2169,123827.31341219414
2171,106291.5850367041
2180,142649.5180400624
2182,451680.47402693715
2184,96031.59800304285
2185,63290.34480374235
2188,70758.41770002944
2191,95882.19853697013
2192,83526.91991320423
2196,181754.94636382008
2198,116386.82707978733
2204,201850.37764798777
2210,193094.2543249641
2213,151330.59580905063
2215,271199.8371070015
2219,280172.9998413058
2221,241511.9240318779
2224,227056.5947422912
2228,162063.96332488535
2232,101393.77902941064
2239,117422.35149329738
2246,267053.256671954
2247,267242.4455176933
2249,152018.0012166233
2251,193229.40351508584
2254,134046.92715946632
2256,238236.00630616085
2259,238712.68406627077
2263,248307.8551700078
2266,233239.58025311475
2271,200037.6732358065
2274,224572.61698879965
2275,269141.80251055874
2280,143938.33479967853
2281,137820.32743632147
2291,90694.02276639044
2292,167031.9244822997
2295,217602.2289577337
2297,99649.91496173358
2299,148642.41470679862
2302,111806.14408112707
2303,121889.47180054939
2304,110932.56117078757
2308,184285.1161325898
2312,224926.00727358245
2314,167922.4476624133
2315,172088.70038281265
2316,185287.6368559489
2320,239181.08029077467
2321,264804.290538243
2322,237649.63047163715
2325,175385.5867292503
2336,378470.70358319033
2340,330025.9815353714
2341,334720.5557681699
2342,397651.34590816236
2345,236482.83265059188
2346,185854.45949765036
2347,166627.12204466388
2354,247846.67420115828
2357,181903.1014074275
2359,148850.15814571182
2360,133444.7988042728
2361,93872.40802107361
2362,89200.63179517827
2366,129621.34638003798
2367,101337.12986295087
2370,111943.29586775966
2373,104072.44020070654
2376,132325.49619638067
2378,147848.82863949455
2382,287592.8660239439
2387,315974.5251142945
2392,377741.8598697511
2395,340144.8532054196
2396,352082.8169241574
2397,317187.2435417073
2399,361916.5440477834
2401,413437.8844965068
2402,313409.37709755055
2407,244681.2404982114
2411,187242.8032651791
2414,224438.67945447384
2418,261714.54128917895
2419,198663.134515315
2424,189907.8745815639
2427,180019.9451726286
2430,226567.90394541319
2439,224358.14079070813
2441,231881.4044415025
2442,232993.7864149536
2446,436941.1146471744
2447,372410.856399481
2452,322643.60038448905
2457,305608.27879685926
2458,260905.5725565187
2462,329516.7114189717
2465,195656.38769984612
2467,196480.13786870203
2473,138519.1594025448
2478,160911.68037696654
2479,174679.82424919223
2482,159629.24674283396
2485,115157.13149465494
2488,154872.50591662005
2494,119656.11422847884
2500,297435.8167466197
2509,171428.3756703669
2512,202789.59061908093
2514,168702.4857440602
2515,196643.943353608
2516,218486.39506835572
2518,183053.33428448607
2519,212490.8815590888
2520,199531.8744003466
2527,173729.02691253048
2532,117924.44288843132
2538,130728.3578915827
2539,140844.14264561055
2543,125963.75248317611
2551,137130.27499642794
2554,112488.54665575257
2555,104382.50782814871
2557,86771.53122103681
2561,138634.79986257496
2563,146104.3905809668
2564,138767.96767845348
2570,114819.55406456509
2571,288614.1311181583
2576,149807.2690955408
2582,149180.14119832148
2584,146357.38648578513
2587,120350.75483743942
2589,126050.70067030205
2591,237621.6107209071
2597,115823.04193601913
2602,147891.9569296649
2605,176008.47220422738
2610,179654.90553406262
2611,143150.15551098055
2614,138348.21766378477
2616,193904.00044763857
2617,166970.27805515143
2620,131142.8318846508
2623,87138.81213309185
2631,155291.25086334505
2638,137796.07858264248
2639,112099.5774715349
2645,126443.55477282306
2647,84951.19809414109
2648,142619.1434521837
2650,112282.76148088333
2652,119324.67237938828
2656,100256.46689319014
2658,134119.16174217468
2661,173457.59617349217
2665,173274.91977176315
2673,163593.0022341001
2678,99288.08441533147
2679,101092.73437110547
2680,58484.140689268126
2685,100613.19405981604
2695,124953.99156595577
2698,111940.64887762598
2700,171639.43205818222
2706,134905.03940122342
2708,137250.77171946774
2709,146675.00380151375
2711,120927.27139917584
2718,170621.28122831477
2719,175134.62903105348
2721,177056.6923039248
2725,166793.93698747898
2726,218319.38318277767
2732,198864.65613185478
2733,116103.87396660226
2739,144872.81892197012
2747,190473.3996549143
2751,221697.70322847535
2754,200155.41478422243
2755,223063.612599849
2756,197715.0203337573
2758,235302.8706320274
2763,209954.54973771799
2764,235753.1552219364
2765,186823.50542236186
2766,171745.23997010358
2768,173547.90763059483
2781,223739.9959840582
2784,159442.23488806913
2785,122580.25026623302
2786,110140.52140383604
2796,236556.65536086235
2797,269845.74810861197
2801,229804.33190695583
2805,242773.9662487241
2806,215593.27663756654
2812,205975.05850766218
2817,113602.41734983462
2822,128691.10689548281
2825,224596.9826865079
2828,134958.3011517391
2831,166474.52439564606
2843,156304.88638861614
2845,98335.05432459414
2847,159294.87704071545
2855,188378.3732941498
2856,139202.99297379653
2859,175195.31824540684
2865,209170.33227338694
2867,184889.30078066883
2869,225700.6927966753
2870,234661.7602387807
2874,125716.4816061357
2876,54155.654409617826
2889,150394.18539081753
2892,298830.0392126476
2895,240643.20946199456
2898,228162.10570016917
2901,296368.4814824895
2902,297738.45020392496
2908,128768.70066535093
2909,113156.47633759699
2916,159990.32826753682
2917,106177.37489315832
2919,76057.73436657176
2921,90867.03002169858
2922,178570.01016394902
2925,174553.4331721168
2928,114786.59437200341
